2.0, 2.0, 2.0, 2.0 
4.0, 4.0, 3.0, 3.0 
8.0, 8.0, 5.0, 5.0 
16.0, 16.0, 7.0, 7.0 
32.0, 32.0, 10.0, 10.0 
60.0, 56.0, 16.0, 16.0 
108.0, 96.0, 30.0, 29.0 
185.0, 154.0, 50.0, 45.0 
298.0, 226.0, 75.0, 57.0 
451.0, 306.0, 100.0, 64.0 
651.0, 400.0, 125.0, 61.0 
910.0, 518.0, 159.0, 75.0 
1241.0, 662.0, 189.0, 83.0 
1651.0, 820.0, 227.0, 91.0 
2136.0, 970.0, 258.0, 80.0 
2711.0, 1150.0, 293.0, 87.0 
3406.0, 1390.0, 318.0, 73.0 
4196.0, 1580.0, 343.0, 65.0 
5106.0, 1820.0, 364.0, 58.0 
6147.0, 2082.0, 385.0, 49.0 
7338.0, 2382.0, 404.0, 46.0 
8657.0, 2638.0, 421.0, 40.0 
10134.0, 2954.0, 435.0, 39.0 
11778.0, 3288.0, 453.0, 38.0 
13609.0, 3662.0, 465.0, 31.0 
15624.0, 4030.0, 475.0, 29.0 
17822.0, 4396.0, 487.0, 25.0 
20249.0, 4854.0, 496.0, 23.0 
22865.0, 5232.0, 507.0, 25.0 
25724.0, 5718.0, 515.0, 22.0 
28815.0, 6182.0, 523.0, 19.0 
32147.0, 6664.0, 527.0, 10.0 
35714.0, 7134.0, 529.0, 6.0 
39552.0, 7676.0, 532.0, 7.0 
43649.0, 8194.0, 535.0, 6.0 
48016.0, 8734.0, 536.0, 5.0 
52674.0, 9316.0, 538.0, 5.0 
57650.0, 9952.0, 540.0, 6.0 
62908.0, 10516.0, 542.0, 6.0 
68475.0, 11134.0, 545.0, 6.0 
74370.0, 11790.0, 546.0, 4.0 
80652.0, 12564.0, 547.0, 3.0 
87245.0, 13186.0, 547.0, 1.0 
94217.0, 13944.0, 548.0, 2.0 
101572.0, 14710.0, 548.0, 0.0 
109241.0, 15338.0, 548.0, 0.0 
117349.0, 16216.0, 548.0, 0.0 
125847.0, 16996.0, 548.0, 0.0 
134751.0, 17808.0, 548.0, 0.0 
144052.0, 18602.0, 548.0, 0.0 
153784.0, 19464.0, 548.0, 0.0 
163884.0, 20200.0, 548.0, 0.0 
