2.0, 2.0, 2.0, 2.0 
4.0, 4.0, 4.0, 4.0 
8.0, 8.0, 7.0, 7.0 
16.0, 16.0, 12.0, 12.0 
32.0, 32.0, 22.0, 22.0 
61.0, 58.0, 37.0, 35.0 
108.0, 94.0, 58.0, 51.0 
187.0, 158.0, 89.0, 73.0 
298.0, 222.0, 135.0, 99.0 
456.0, 316.0, 188.0, 124.0 
659.0, 406.0, 251.0, 145.0 
925.0, 532.0, 333.0, 180.0 
1253.0, 656.0, 412.0, 189.0 
1651.0, 796.0, 498.0, 199.0 
2136.0, 970.0, 586.0, 207.0 
2725.0, 1178.0, 688.0, 219.0 
3411.0, 1372.0, 787.0, 232.0 
4212.0, 1602.0, 892.0, 239.0 
5125.0, 1826.0, 988.0, 224.0 
6181.0, 2112.0, 1090.0, 238.0 
7345.0, 2328.0, 1182.0, 220.0 
8669.0, 2648.0, 1277.0, 224.0 
10142.0, 2946.0, 1360.0, 199.0 
11804.0, 3324.0, 1443.0, 194.0 
13665.0, 3722.0, 1535.0, 206.0 
15681.0, 4032.0, 1623.0, 205.0 
17898.0, 4434.0, 1712.0, 208.0 
20295.0, 4794.0, 1791.0, 190.0 
22907.0, 5224.0, 1868.0, 184.0 
25747.0, 5680.0, 1946.0, 179.0 
28830.0, 6166.0, 2025.0, 180.0 
32147.0, 6634.0, 2090.0, 150.0 
35706.0, 7118.0, 2150.0, 137.0 
39563.0, 7714.0, 2205.0, 126.0 
43697.0, 8268.0, 2264.0, 130.0 
48088.0, 8782.0, 2314.0, 118.0 
52774.0, 9372.0, 2368.0, 127.0 
57721.0, 9894.0, 2420.0, 124.0 
63034.0, 10626.0, 2470.0, 113.0 
68679.0, 11290.0, 2519.0, 109.0 
74616.0, 11874.0, 2568.0, 109.0 
80897.0, 12562.0, 2614.0, 107.0 
87539.0, 13284.0, 2659.0, 98.0 
94557.0, 14036.0, 2694.0, 85.0 
101878.0, 14642.0, 2727.0, 79.0 
109589.0, 15422.0, 2763.0, 78.0 
117690.0, 16202.0, 2795.0, 71.0 
126160.0, 16940.0, 2829.0, 81.0 
135079.0, 17838.0, 2857.0, 73.0 
144367.0, 18576.0, 2888.0, 66.0 
154044.0, 19354.0, 2916.0, 64.0 
164217.0, 20346.0, 2940.0, 52.0 
