total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 2, 2 
8, 8, 1, 1 
16, 16, 0, 0 
32, 32, 0, 0 
61, 58, 0, 0 
112, 102, 0, 0 
187, 150, 0, 0 
300, 226, 0, 0 
