total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 2, 2 
8, 8, 4, 4 
16, 16, 8, 8 
32, 32, 14, 14 
62, 60, 23, 22 
113, 102, 37, 32 
189, 152, 52, 38 
301, 224, 73, 50 
