total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 2, 2 
8, 8, 4, 4 
16, 16, 6, 6 
31, 30, 11, 10 
59, 56, 17, 16 
107, 96, 19, 14 
187, 160, 29, 24 
294, 214, 37, 26 
