total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 1, 1 
4, 4, 0, 0 
8, 8, 0, 0 
16, 16, 0, 0 
32, 32, 0, 0 
61, 58, 0, 0 
106, 90, 0, 0 
182, 152, 0, 0 
291, 218, 0, 0 
