total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 4, 4 
8, 8, 6, 6 
16, 16, 8, 8 
32, 32, 12, 12 
62, 60, 17, 16 
112, 100, 23, 20 
190, 156, 29, 20 
307, 234, 39, 26 
