total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 4, 4 
8, 8, 6, 6 
16, 16, 8, 8 
32, 32, 12, 12 
61, 58, 17, 16 
109, 96, 23, 20 
183, 148, 31, 24 
295, 224, 45, 34 
