total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 1, 1 
4, 4, 2, 2 
8, 8, 2, 2 
16, 16, 2, 2 
32, 32, 3, 3 
61, 58, 4, 4 
111, 100, 5, 4 
188, 154, 6, 4 
302, 228, 7, 2 
