total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 1, 1 
4, 4, 0, 0 
8, 8, 0, 0 
16, 16, 0, 0 
31, 30, 0, 0 
60, 58, 0, 0 
106, 92, 0, 0 
179, 146, 0, 0 
287, 216, 0, 0 
