total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 1, 1 
8, 8, 2, 2 
16, 16, 0, 0 
31, 30, 0, 0 
59, 56, 0, 0 
109, 100, 0, 0 
179, 140, 0, 0 
287, 216, 0, 0 
