total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 2, 2 
8, 8, 3, 3 
16, 16, 2, 2 
32, 32, 0, 0 
61, 58, 0, 0 
112, 102, 0, 0 
194, 164, 0, 0 
309, 230, 0, 0 
