total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 2, 2 
8, 8, 4, 4 
16, 16, 8, 8 
32, 32, 14, 14 
61, 58, 23, 22 
109, 96, 36, 32 
184, 150, 53, 42 
292, 216, 73, 50 
