total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 2, 2 
8, 8, 4, 4 
16, 16, 8, 8 
32, 32, 14, 14 
61, 58, 22, 20 
112, 102, 34, 28 
190, 156, 47, 34 
304, 228, 61, 36 
