0.00, 1.0000
1.00, 1.0000
2.00, 1.0000
3.00, 1.0000
4.00, 1.0000
5.00, 1.0000
6.00, 1.0000
7.00, 1.0000
8.00, 1.0000
9.00, 1.0000
10.00, 1.0000
11.00, 1.0000
12.00, 1.0000
13.00, 1.0000
14.00, 1.0000
15.00, 0.8889
16.00, 0.8889
17.00, 0.8889
18.00, 0.8889
19.00, 0.8889
20.00, 0.8889
21.00, 1.0000
22.00, 1.0000
23.00, 0.7500
24.00, 0.7500
25.00, 0.7143
26.00, 0.7143
27.00, 0.7143
28.00, 0.7143
29.00, 0.5714
30.00, 0.4286
31.00, 0.2857
32.00, 0.0000
33.00, 0.0000
34.00, 0.0000
35.00, 0.0000
36.00, 0.0000
37.00, 0.0000
38.00, 0.0000
39.00, 0.0000
40.00, 0.0000
41.00, 0.0000
42.00, 0.0000
43.00, 0.0000
