0.00, 1.0000
1.00, 1.0000
2.00, 1.0000
3.00, 1.0000
4.00, 1.0000
5.00, 1.0000
6.00, 1.0000
7.00, 1.0000
8.00, 1.0000
9.00, 1.0000
10.00, 1.0000
11.00, 1.0000
12.00, 0.7778
13.00, 0.7778
14.00, 0.7778
15.00, 0.7778
16.00, 0.7778
17.00, 0.7778
18.00, 0.5556
19.00, 0.5556
20.00, 0.5556
21.00, 0.4444
22.00, 0.4444
23.00, 0.1250
24.00, 0.1250
25.00, 0.1429
26.00, 0.1429
27.00, 0.1429
28.00, 0.0000
29.00, 0.0000
30.00, 0.0000
31.00, 0.0000
32.00, 0.0000
33.00, 0.0000
34.00, 0.0000
35.00, 0.0000
36.00, 0.0000
37.00, 0.0000
38.00, 0.0000
39.00, 0.0000
40.00, 0.0000
41.00, 0.0000
42.00, 0.0000
43.00, 0.0000
44.00, 0.0000
