0.00, 1.0000
1.00, 1.0000
2.00, 1.0000
3.00, 1.0000
4.00, 1.0000
5.00, 1.0000
6.00, 1.0000
7.00, 1.0000
8.00, 1.0000
9.00, 1.0000
10.00, 1.0000
11.00, 1.0000
12.00, 1.0000
13.00, 1.0000
14.00, 1.0000
15.00, 1.0000
16.00, 1.0000
17.00, 1.0000
18.00, 1.0000
19.00, 1.0000
20.00, 1.0000
21.00, 1.0000
22.00, 1.0000
23.00, 1.0000
24.00, 1.0000
25.00, 1.0000
26.00, 0.8571
27.00, 0.8571
28.00, 0.8571
29.00, 0.8571
30.00, 0.5714
31.00, 0.4286
32.00, 0.2857
33.00, 0.2857
34.00, 0.2000
35.00, 0.2000
36.00, 0.2000
37.00, 0.2500
38.00, 0.3333
39.00, 0.3333
40.00, 0.0000
41.00, 0.0000
42.00, 0.0000
43.00, 0.0000
44.00, 0.0000
