total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 1, 1 
8, 8, 2, 2 
16, 16, 1, 1 
32, 32, 0, 0 
61, 58, 0, 0 
110, 98, 0, 0 
182, 144, 0, 0 
289, 214, 0, 0 
