total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 1, 1 
4, 4, 0, 0 
8, 8, 0, 0 
16, 16, 0, 0 
32, 32, 0, 0 
62, 60, 0, 0 
111, 98, 0, 0 
188, 154, 0, 0 
307, 238, 0, 0 
