total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 2, 2 
8, 8, 4, 4 
16, 16, 6, 6 
32, 32, 8, 8 
62, 60, 7, 7 
113, 102, 4, 3 
191, 156, 4, 1 
307, 232, 5, 2 
