total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 1, 1 
8, 8, 2, 2 
16, 16, 0, 0 
32, 32, 0, 0 
62, 60, 0, 0 
112, 100, 0, 0 
186, 148, 0, 0 
295, 218, 0, 0 
