total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 0, 0 
4, 4, 0, 0 
8, 8, 0, 0 
16, 16, 0, 0 
32, 32, 0, 0 
60, 56, 0, 0 
107, 94, 0, 0 
183, 152, 0, 0 
295, 224, 0, 0 
