total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 2, 2 
8, 8, 3, 3 
16, 16, 2, 2 
31, 30, 0, 0 
60, 58, 0, 0 
108, 96, 0, 0 
184, 152, 0, 0 
293, 218, 0, 0 
