total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 4, 4 
8, 8, 6, 6 
16, 16, 8, 8 
32, 32, 14, 14 
62, 60, 21, 20 
112, 100, 32, 26 
191, 158, 44, 32 
304, 226, 57, 38 
