total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 1, 1 
4, 4, 0, 0 
8, 8, 0, 0 
16, 16, 0, 0 
32, 32, 0, 0 
62, 60, 0, 0 
113, 102, 0, 0 
192, 158, 0, 0 
306, 228, 0, 0 
