total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 1, 1 
8, 8, 2, 2 
16, 16, 1, 1 
32, 32, 2, 2 
60, 56, 3, 2 
112, 104, 4, 2 
186, 148, 4, 2 
297, 222, 5, 3 
