total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 3, 3 
8, 8, 2, 2 
16, 16, 4, 4 
32, 32, 6, 6 
62, 60, 6, 6 
114, 104, 11, 10 
192, 156, 7, 2 
307, 230, 7, 1 
