total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 0, 0 
4, 4, 0, 0 
8, 8, 0, 0 
16, 16, 0, 0 
32, 32, 0, 0 
63, 62, 0, 0 
114, 102, 0, 0 
191, 154, 0, 0 
305, 228, 0, 0 
