total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 0, 0 
4, 4, 0, 0 
8, 8, 0, 0 
16, 16, 0, 0 
32, 32, 0, 0 
61, 58, 0, 0 
113, 104, 0, 0 
193, 160, 0, 0 
305, 224, 0, 0 
