total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 1, 1 
4, 4, 2, 2 
8, 8, 1, 1 
16, 16, 1, 1 
32, 32, 1, 1 
60, 56, 1, 1 
107, 94, 1, 0 
179, 144, 1, 0 
290, 222, 1, 0 
