total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 2, 2 
8, 8, 4, 4 
16, 16, 8, 8 
32, 32, 14, 14 
61, 58, 23, 22 
111, 100, 37, 34 
185, 148, 53, 40 
292, 214, 72, 46 
