total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 1, 1 
4, 4, 2, 2 
8, 8, 4, 4 
16, 16, 3, 3 
32, 32, 5, 5 
60, 56, 9, 9 
108, 96, 10, 10 
184, 152, 15, 11 
300, 232, 16, 9 
