total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 1, 1 
4, 4, 2, 2 
8, 8, 0, 0 
16, 16, 0, 0 
31, 30, 0, 0 
60, 58, 0, 0 
112, 104, 0, 0 
192, 160, 0, 0 
308, 232, 0, 0 
