total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 2, 2 
8, 8, 4, 4 
16, 16, 8, 8 
32, 32, 14, 14 
62, 60, 23, 22 
111, 98, 36, 32 
189, 156, 53, 42 
295, 212, 70, 46 
