total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 2, 2 
8, 8, 1, 1 
16, 16, 0, 0 
32, 32, 0, 0 
62, 60, 0, 0 
114, 104, 0, 0 
195, 162, 0, 0 
310, 230, 0, 0 
