total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 1, 1 
4, 4, 0, 0 
8, 8, 0, 0 
16, 16, 0, 0 
31, 30, 0, 0 
60, 58, 0, 0 
110, 100, 0, 0 
189, 158, 0, 0 
298, 218, 0, 0 
