total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 2, 2 
8, 8, 0, 0 
16, 16, 0, 0 
32, 32, 0, 0 
59, 54, 0, 0 
109, 100, 0, 0 
185, 152, 0, 0 
292, 214, 0, 0 
