total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 2, 2 
8, 8, 4, 4 
16, 16, 6, 6 
32, 32, 10, 10 
61, 58, 13, 12 
110, 98, 16, 12 
183, 146, 16, 8 
292, 218, 18, 8 
