total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 4, 4 
8, 8, 6, 6 
16, 16, 8, 8 
32, 32, 12, 12 
61, 58, 16, 16 
108, 94, 23, 20 
182, 148, 29, 20 
295, 226, 42, 26 
