total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 0, 0 
4, 4, 0, 0 
8, 8, 0, 0 
16, 16, 0, 0 
32, 32, 0, 0 
63, 62, 0, 0 
111, 96, 0, 0 
188, 154, 0, 0 
299, 222, 0, 0 
