0.00, 2.00, 2.00, 2.00, 2.00
1.00, 4.00, 4.00, 4.00, 4.00
2.00, 8.00, 8.00, 8.00, 8.00
3.00, 16.00, 16.00, 16.00, 16.00
4.00, 32.00, 32.00, 31.00, 31.00
5.00, 61.60, 59.20, 57.60, 55.20
6.00, 111.60, 100.00, 101.80, 90.60
7.00, 187.20, 151.20, 161.80, 128.80
8.00, 297.60, 220.80, 245.80, 177.80
9.00, 451.80, 308.40, 359.80, 238.80
10.00, 654.60, 405.60, 505.20, 302.40
11.00, 911.40, 513.60, 676.40, 363.20
12.00, 1239.00, 655.20, 881.20, 436.20
13.00, 1646.00, 814.00, 1116.60, 508.00
14.00, 2142.40, 992.80, 1390.20, 581.40
15.00, 2723.40, 1162.00, 1693.00, 638.40
16.00, 3398.60, 1350.40, 2037.00, 718.80
17.00, 4189.80, 1582.40, 2415.40, 802.20
18.00, 5101.40, 1823.20, 2831.60, 879.40
19.00, 6161.50, 2093.00, 3286.25, 962.50
20.00, 7345.00, 2367.00, 3786.25, 1045.50
21.00, 8672.75, 2655.50, 4309.50, 1118.75
22.00, 10161.75, 2978.00, 4870.50, 1183.50
23.00, 11867.33, 3315.33, 5501.67, 1239.00
24.00, 13709.00, 3686.00, 6210.50, 1346.00
25.00, 15722.50, 4027.00, 6870.00, 1385.00
26.00, 17897.00, 4396.00, 7421.00, 1435.00
27.00, 20301.00, 4808.00, 8113.00, 1459.00
