0.00, 1.00, 1.00, 1.00, 1.00
1.00, 2.00, 2.00, 2.00, 2.00
2.00, 4.00, 4.00, 4.00, 4.00
3.00, 8.00, 8.00, 8.00, 8.00
4.00, 16.00, 16.00, 16.00, 16.00
5.00, 31.90, 31.80, 30.90, 30.80
6.00, 61.30, 58.80, 57.30, 54.80
7.00, 110.70, 98.80, 100.70, 89.20
8.00, 186.90, 152.40, 161.10, 129.80
9.00, 298.30, 222.80, 245.80, 179.40
10.00, 452.90, 309.20, 360.80, 240.50
11.00, 656.40, 407.00, 507.80, 305.50
12.00, 915.50, 518.20, 681.90, 369.00
13.00, 1242.50, 654.00, 888.70, 439.10
14.00, 1651.00, 817.00, 1126.70, 511.70
15.00, 2143.60, 985.20, 1402.40, 584.70
16.00, 2726.80, 1166.40, 1712.20, 653.20
17.00, 3408.20, 1362.80, 2062.10, 733.00
18.00, 4200.70, 1585.00, 2445.70, 810.40
19.00, 5116.10, 1830.80, 2868.70, 894.80
20.00, 6164.70, 2097.20, 3329.50, 975.50
21.00, 7349.70, 2370.00, 3833.20, 1056.80
22.00, 8683.10, 2666.80, 4363.20, 1129.50
23.00, 10178.60, 2991.00, 4932.00, 1202.20
24.00, 11834.10, 3311.00, 5525.20, 1255.40
25.00, 13669.20, 3670.20, 6155.30, 1328.50
26.00, 15678.40, 4018.40, 6810.70, 1383.60
27.00, 17884.30, 4411.80, 7492.70, 1441.50
28.00, 20302.10, 4835.60, 8199.40, 1487.20
29.00, 22926.10, 5248.00, 8925.60, 1534.60
30.00, 25779.10, 5706.00, 9678.80, 1591.40
31.00, 28870.20, 6182.20, 10447.40, 1619.20
32.00, 32201.20, 6662.00, 11236.70, 1662.00
33.00, 35770.90, 7139.40, 12035.00, 1683.40
34.00, 39615.50, 7689.20, 12846.70, 1719.40
35.00, 43720.40, 8209.80, 13669.10, 1737.30
36.00, 48111.40, 8782.00, 14503.90, 1769.90
37.00, 52793.00, 9363.20, 15365.70, 1810.60
38.00, 57761.70, 9937.40, 16235.40, 1833.70
39.00, 63041.70, 10560.00, 17119.40, 1862.70
40.00, 68634.60, 11185.80, 17999.90, 1864.60
41.00, 74570.00, 11870.80, 18893.30, 1881.70
42.00, 80826.70, 12513.40, 19787.00, 1886.10
43.00, 87442.70, 13232.00, 20682.60, 1896.30
44.00, 94408.80, 13932.20, 21562.50, 1864.40
45.00, 101731.60, 14645.60, 22447.10, 1866.70
46.00, 109463.10, 15463.00, 23337.40, 1878.30
47.00, 117573.70, 16221.20, 24232.60, 1881.50
48.00, 126067.80, 16988.20, 25118.90, 1871.20
49.00, 134952.00, 17768.40, 25999.90, 1857.80
50.00, 144269.40, 18634.80, 26875.70, 1852.50
51.00, 154010.20, 19481.60, 27748.60, 1844.60
52.00, 164177.70, 20335.00, 28616.30, 1832.60
53.00, 174810.70, 21266.00, 29478.90, 1825.90
54.00, 185871.10, 22120.80, 30325.70, 1786.90
55.00, 197389.70, 23037.20, 31160.80, 1765.40
56.00, 209394.50, 24009.60, 31993.50, 1762.50
57.00, 221789.11, 24956.00, 32832.67, 1747.00
58.00, 234782.22, 25986.22, 33655.89, 1736.00
59.00, 248051.57, 26957.43, 34518.86, 1739.43
60.00, 261748.33, 27918.33, 35204.17, 1707.17
