0.00, 2.00, 2.00, 2.00, 2.00
1.00, 4.00, 4.00, 4.00, 4.00
2.00, 8.00, 8.00, 8.00, 8.00
3.00, 16.00, 16.00, 16.00, 16.00
4.00, 31.80, 31.60, 31.80, 31.60
5.00, 60.60, 57.60, 60.60, 57.60
6.00, 110.20, 99.20, 110.20, 99.20
7.00, 185.40, 150.40, 185.40, 150.40
8.00, 295.20, 219.60, 295.20, 219.60
9.00, 448.00, 305.60, 448.00, 305.60
10.00, 651.60, 407.20, 651.60, 407.20
11.00, 909.80, 516.40, 909.80, 516.40
12.00, 1234.60, 649.60, 1234.60, 649.60
13.00, 1636.80, 804.40, 1636.80, 804.40
14.00, 2124.60, 975.60, 2124.60, 975.60
15.00, 2707.20, 1165.20, 2707.20, 1165.20
16.00, 3394.75, 1375.00, 3394.75, 1375.00
17.00, 4191.75, 1594.00, 4191.75, 1594.00
18.00, 5098.00, 1812.50, 5098.00, 1812.50
19.00, 6137.25, 2078.50, 6137.25, 2078.50
20.00, 7324.00, 2373.50, 7324.00, 2373.50
21.00, 8667.33, 2640.67, 8667.33, 2640.67
22.00, 10178.00, 3021.33, 10178.00, 3021.33
23.00, 11843.00, 3330.00, 11843.00, 3330.00
24.00, 13596.00, 3674.00, 13596.00, 3674.00
