0.00, 1.00, 1.00, 1.00, 1.00
1.00, 2.00, 2.00, 2.00, 2.00
2.00, 4.00, 4.00, 4.00, 4.00
3.00, 8.00, 8.00, 7.00, 7.00
4.00, 16.00, 16.00, 12.00, 12.00
5.00, 31.90, 31.80, 22.00, 22.00
6.00, 61.60, 59.40, 38.90, 37.80
7.00, 111.20, 99.20, 63.60, 56.30
8.00, 187.90, 153.40, 98.10, 78.50
9.00, 298.40, 221.00, 143.40, 100.70
10.00, 454.00, 311.20, 198.30, 125.80
11.00, 659.60, 411.20, 268.30, 154.00
12.00, 921.60, 524.00, 350.80, 180.40
13.00, 1251.70, 660.20, 439.90, 201.00
14.00, 1660.20, 817.00, 540.50, 227.50
15.00, 2149.70, 979.00, 654.30, 251.30
16.00, 2733.90, 1168.40, 776.80, 270.10
17.00, 3423.60, 1379.40, 898.50, 278.60
18.00, 4222.50, 1597.80, 1026.10, 290.60
19.00, 5136.90, 1828.80, 1156.80, 294.80
20.00, 6187.30, 2100.80, 1291.60, 300.50
21.00, 7372.00, 2369.40, 1428.20, 306.10
22.00, 8710.50, 2677.00, 1565.20, 312.20
23.00, 10202.90, 2984.80, 1700.70, 308.70
24.00, 11864.20, 3322.60, 1828.30, 297.50
25.00, 13702.70, 3677.00, 1963.00, 301.50
26.00, 15725.70, 4046.00, 2092.50, 294.10
27.00, 17941.30, 4431.20, 2219.60, 288.80
28.00, 20368.10, 4853.60, 2346.80, 285.70
29.00, 23002.70, 5269.20, 2465.80, 271.20
30.00, 25861.80, 5718.20, 2585.10, 268.30
31.00, 28962.20, 6200.80, 2699.90, 260.10
32.00, 32300.30, 6676.20, 2807.30, 243.10
33.00, 35883.30, 7166.00, 2913.60, 237.80
34.00, 39732.10, 7697.60, 3012.10, 223.80
35.00, 43844.00, 8223.80, 3108.10, 216.80
36.00, 48254.60, 8821.20, 3199.80, 203.40
37.00, 52953.10, 9397.00, 3284.40, 194.20
38.00, 57931.70, 9957.20, 3365.60, 183.70
39.00, 63219.40, 10575.40, 3442.70, 176.10
40.00, 68831.30, 11223.80, 3519.30, 170.20
41.00, 74785.50, 11908.40, 3593.30, 165.00
42.00, 81086.20, 12601.40, 3665.60, 161.40
43.00, 87711.40, 13250.40, 3734.90, 154.50
44.00, 94716.40, 14010.00, 3802.20, 147.80
45.00, 102070.80, 14708.80, 3865.30, 141.10
46.00, 109782.90, 15424.20, 3925.40, 135.00
47.00, 117890.20, 16214.60, 3981.10, 125.40
48.00, 126410.20, 17040.00, 4035.40, 121.50
49.00, 135317.50, 17814.60, 4086.80, 114.00
50.00, 144640.50, 18646.00, 4132.80, 105.60
51.00, 154400.90, 19520.80, 4176.10, 99.00
52.00, 164610.70, 20419.60, 4217.90, 93.30
53.00, 175234.50, 21247.60, 4257.40, 88.30
54.00, 186309.90, 22150.80, 4295.70, 84.70
55.00, 197873.30, 23126.80, 4330.20, 77.70
56.00, 209889.60, 24032.60, 4363.20, 74.40
57.00, 222405.00, 25030.80, 4395.00, 70.30
58.00, 235386.40, 25962.80, 4423.30, 64.10
59.00, 248893.40, 27014.00, 4451.60, 62.30
60.00, 263078.71, 28028.29, 4554.86, 57.57
