0.00, 2.00, 2.00, 1.00, 1.00
1.00, 4.00, 4.00, 1.00, 1.00
2.00, 8.00, 8.00, 2.00, 2.00
3.00, 16.00, 16.00, 2.00, 2.00
4.00, 32.00, 32.00, 2.00, 2.00
5.00, 61.60, 59.20, 2.00, 2.00
6.00, 112.00, 100.80, 2.00, 2.00
7.00, 188.40, 152.80, 2.00, 2.00
8.00, 299.40, 222.00, 2.00, 2.00
9.00, 451.80, 304.80, 2.00, 2.00
10.00, 652.80, 402.00, 2.00, 2.00
11.00, 912.40, 519.20, 3.00, 3.00
12.00, 1237.60, 650.40, 3.00, 2.80
13.00, 1642.60, 810.00, 3.60, 2.40
14.00, 2129.00, 972.80, 4.40, 2.20
15.00, 2715.00, 1172.00, 4.40, 1.80
16.00, 3402.20, 1374.40, 4.40, 1.20
17.00, 4195.20, 1586.00, 5.20, 1.80
18.00, 5109.00, 1827.60, 5.20, 1.20
19.00, 6156.80, 2095.60, 5.20, 0.80
20.00, 7345.60, 2377.60, 5.20, 0.60
21.00, 8666.50, 2651.00, 5.75, 0.50
22.00, 10154.00, 2975.00, 5.75, 0.25
23.00, 11815.50, 3323.00, 5.75, 0.00
24.00, 13694.50, 3691.00, 6.00, 0.00
