t,pc,c
0,0.017534555365254466,0.09678262138459419
1,0.017534555365254466,0.09678262138459419
2,0.47328060947778494,0.4069010287549808
3,0.5475821673918935,0.38819398244124764
4,0.7293696721725327,0.07794174635024036
5,0.7293808259406666,0.07792943797656753
6,0.7293808259406666,0.07792943797656753
7,0.7293808259406666,0.07792943797656753
8,0.7293808259406666,0.07792943797656753
9,0.7293808259406666,0.07792943797656753
10,0.7293808259406666,0.07792943797656753
