pd,ps,n,time,total_cells,active_cells,stem_cells,active_stem_cells
0.6,0.5,3,4,8,8,0,0
0.6,0.5,3,5,16,16,0,0
0.6,0.5,3,6,32,32,0,0
0.6,0.5,3,7,62,60,0,0
0.6,0.5,3,8,112,100,0,0
0.6,0.5,3,9,189,154,0,0
0.6,0.5,3,10,302,226,0,0
0.4,0.5,6,1,1,1,1,1
0.4,0.5,6,2,2,2,2,2
0.4,0.5,6,3,4,4,2,2
0.4,0.5,6,4,8,8,1,1
0.4,0.5,6,5,16,16,0,0
0.4,0.5,6,6,32,32,0,0
0.4,0.5,6,7,61,58,0,0
0.4,0.5,6,8,112,102,0,0
0.4,0.5,6,9,187,150,0,0
0.4,0.5,6,10,300,226,0,0
0.2,0.8,0,1,1,1,1,1
0.2,0.8,0,2,2,2,2,2
0.2,0.8,0,3,4,4,4,4
0.2,0.8,0,4,8,8,6,6
0.2,0.8,0,5,16,16,8,8
0.2,0.8,0,6,32,32,14,14
0.2,0.8,0,7,62,60,23,22
0.2,0.8,0,8,113,102,31,28
0.2,0.8,0,9,189,152,52,42
0.2,0.8,0,10,302,226,64,40
0.2,0.8,3,1,1,1,1,1
0.2,0.8,3,2,2,2,2,2
0.2,0.8,3,3,4,4,2,2
0.2,0.8,3,4,8,8,4,4
0.2,0.8,3,5,16,16,8,8
0.2,0.8,3,6,32,32,14,14
0.2,0.8,3,7,61,58,23,22
0.2,0.8,3,8,109,96,36,32
0.2,0.8,3,9,184,150,53,42
0.2,0.8,3,10,292,216,73,50
0.2,0.3,9,1,1,1,1,1
0.2,0.3,9,2,2,2,1,1
0.2,0.3,9,3,4,4,0,0
0.2,0.3,9,4,8,8,0,0
0.2,0.3,9,5,16,16,0,0
0.2,0.3,9,6,32,32,0,0
0.2,0.3,9,7,62,60,0,0
0.2,0.3,9,8,113,102,0,0
0.2,0.3,9,9,192,158,0,0
0.2,0.3,9,10,306,228,0,0
0.4,0.3,4,1,1,1,1,1
0.4,0.3,4,2,2,2,1,1
0.4,0.3,4,3,4,4,2,2
0.4,0.3,4,4,8,8,0,0
0.4,0.3,4,5,16,16,0,0
0.4,0.3,4,6,31,30,0,0
0.4,0.3,4,7,60,58,0,0
0.4,0.3,4,8,112,104,0,0
0.4,0.3,4,9,192,160,0,0
0.4,0.3,4,10,308,232,0,0
0.6,0.8,7,1,1,1,1,1
0.6,0.8,7,2,2,2,2,2
0.6,0.8,7,3,4,4,2,2
0.6,0.8,7,4,8,8,4,4
0.6,0.8,7,5,16,16,6,6
0.6,0.8,7,6,31,30,11,10
0.6,0.8,7,7,59,56,17,16
0.6,0.8,7,8,107,96,19,14
0.6,0.8,7,9,187,160,29,24
0.6,0.8,7,10,294,214,37,26
0.6,0.5,8,1,1,1,1,1
0.6,0.5,8,2,2,2,0,0
0.6,0.5,8,3,4,4,0,0
0.6,0.5,8,4,8,8,0,0
0.6,0.5,8,5,16,16,0,0
0.6,0.5,8,6,32,32,0,0
0.6,0.5,8,7,62,60,0,0
0.6,0.5,8,8,109,94,0,0
0.6,0.5,8,9,187,156,0,0
0.6,0.5,8,10,299,224,0,0
0.4,0.8,2,1,1,1,1,1
0.4,0.8,2,2,2,2,2,2
0.4,0.8,2,3,4,4,4,4
0.4,0.8,2,4,8,8,6,6
0.4,0.8,2,5,16,16,8,8
0.4,0.8,2,6,32,32,12,12
0.4,0.8,2,7,61,58,17,16
0.4,0.8,2,8,109,96,23,20
0.4,0.8,2,9,187,156,31,24
0.4,0.8,2,10,299,224,41,26
0.4,0.3,8,1,1,1,1,1
0.4,0.3,8,2,2,2,2,2
0.4,0.3,8,3,4,4,2,2
0.4,0.3,8,4,8,8,3,3
0.4,0.3,8,5,16,16,2,2
0.4,0.3,8,6,31,30,0,0
0.4,0.3,8,7,60,58,0,0
0.4,0.3,8,8,108,96,0,0
0.4,0.3,8,9,184,152,0,0
0.4,0.3,8,10,293,218,0,0
0.6,0.3,7,1,1,1,1,1
0.6,0.3,7,2,2,2,0,0
0.6,0.3,7,3,4,4,0,0
0.6,0.3,7,4,8,8,0,0
0.6,0.3,7,5,16,16,0,0
0.6,0.3,7,6,32,32,0,0
0.6,0.3,7,7,61,58,0,0
0.6,0.3,7,8,110,98,0,0
0.6,0.3,7,9,185,150,0,0
0.6,0.3,7,10,288,206,0,0
0.2,0.5,6,1,1,1,1,1
0.2,0.5,6,2,2,2,2,2
0.2,0.5,6,3,4,4,2,2
0.2,0.5,6,4,8,8,3,3
0.2,0.5,6,5,16,16,4,4
0.2,0.5,6,6,32,32,7,7
0.2,0.5,6,7,62,60,8,8
0.2,0.5,6,8,112,100,10,9
0.2,0.5,6,9,191,158,10,7
0.2,0.5,6,10,305,228,13,8
0.6,0.8,2,1,1,1,1,1
0.6,0.8,2,2,2,2,2,2
0.6,0.8,2,3,4,4,4,4
0.6,0.8,2,4,8,8,6,6
0.6,0.8,2,5,16,16,8,8
0.6,0.8,2,6,31,30,12,12
0.6,0.8,2,7,59,56,17,16
0.6,0.8,2,8,105,92,24,20
0.6,0.8,2,9,179,148,34,24
0.6,0.8,2,10,284,210,47,30
0.6,0.3,5,1,1,1,1,1
0.6,0.3,5,2,2,2,2,2
0.6,0.3,5,3,4,4,1,1
0.6,0.3,5,4,8,8,2,2
0.6,0.3,5,5,16,16,0,0
0.6,0.3,5,6,31,30,0,0
0.6,0.3,5,7,59,56,0,0
0.6,0.3,5,8,109,100,0,0
0.6,0.3,5,9,179,140,0,0
0.6,0.3,5,10,287,216,0,0
0.4,0.8,3,1,1,1,1,1
0.4,0.8,3,2,2,2,2,2
0.4,0.8,3,3,4,4,2,2
0.4,0.8,3,4,8,8,4,4
0.4,0.8,3,5,16,16,8,8
0.4,0.8,3,6,32,32,14,14
0.4,0.8,3,7,62,60,23,22
0.4,0.8,3,8,111,98,36,32
0.4,0.8,3,9,189,156,53,42
0.4,0.8,3,10,295,212,70,46
0.6,0.5,0,1,1,1,1,1
0.6,0.5,0,2,2,2,2,2
0.6,0.5,0,3,4,4,2,2
0.6,0.5,0,4,8,8,0,0
0.6,0.5,0,5,16,16,0,0
0.6,0.5,0,6,32,32,0,0
0.6,0.5,0,7,59,54,0,0
0.6,0.5,0,8,109,100,0,0
0.6,0.5,0,9,185,152,0,0
0.6,0.5,0,10,292,214,0,0
0.4,0.5,7,1,1,1,1,1
0.4,0.5,7,2,2,2,0,0
0.4,0.5,7,3,4,4,0,0
0.4,0.5,7,4,8,8,0,0
0.4,0.5,7,5,16,16,0,0
0.4,0.5,7,6,32,32,0,0
0.4,0.5,7,7,61,58,0,0
0.4,0.5,7,8,108,94,0,0
0.4,0.5,7,9,182,148,0,0
0.4,0.5,7,10,284,204,0,0
0.6,0.5,4,1,1,1,1,1
0.6,0.5,4,2,2,2,0,0
0.6,0.5,4,3,4,4,0,0
0.6,0.5,4,4,8,8,0,0
0.6,0.5,4,5,16,16,0,0
0.6,0.5,4,6,32,32,0,0
0.6,0.5,4,7,61,58,0,0
0.6,0.5,4,8,109,96,0,0
0.6,0.5,4,9,183,148,0,0
0.6,0.5,4,10,288,210,0,0
0.6,0.3,3,1,1,1,1,1
0.6,0.3,3,2,2,2,0,0
0.6,0.3,3,3,4,4,0,0
0.6,0.3,3,4,8,8,0,0
0.6,0.3,3,5,16,16,0,0
0.6,0.3,3,6,32,32,0,0
0.6,0.3,3,7,62,60,0,0
0.6,0.3,3,8,108,92,0,0
0.6,0.3,3,9,178,140,0,0
0.6,0.3,3,10,281,206,0,0
0.4,0.5,4,1,1,1,1,1
0.4,0.5,4,2,2,2,0,0
0.4,0.5,4,3,4,4,0,0
0.4,0.5,4,4,8,8,0,0
0.4,0.5,4,5,16,16,0,0
0.4,0.5,4,6,32,32,0,0
0.4,0.5,4,7,60,56,0,0
0.4,0.5,4,8,109,98,0,0
0.4,0.5,4,9,184,150,0,0
0.4,0.5,4,10,293,218,0,0
0.4,0.3,7,1,1,1,1,1
0.4,0.3,7,2,2,2,0,0
0.4,0.3,7,3,4,4,0,0
0.4,0.3,7,4,8,8,0,0
0.4,0.3,7,5,16,16,0,0
0.4,0.3,7,6,32,32,0,0
0.4,0.3,7,7,61,58,0,0
0.4,0.3,7,8,112,102,0,0
0.4,0.3,7,9,188,152,0,0
0.4,0.3,7,10,297,218,0,0
