ps,n,time,total_cells,active_cells,stem_cells,active_stem_cells
0.9,10,16,2649.0,1148.0,1701.0,670.0
0.9,10,17,3337.0,1376.0,2074.0,776.0
0.9,10,18,4126.0,1578.0,2459.0,822.0
0.9,10,19,5037.0,1822.0,2897.0,929.0
0.9,10,20,6080.0,2086.0,3371.0,1002.0
0.9,10,21,7263.0,2366.0,3884.0,1076.0
0.9,10,22,8579.0,2632.0,4428.0,1148.0
0.9,10,23,10056.0,2954.0,4996.0,1214.0
0.9,10,24,11690.0,3268.0,5605.0,1281.0
0.9,10,25,13502.0,3624.0,6236.0,1337.0
0.9,10,26,15516.0,4028.0,6905.0,1406.0
0.9,10,27,17704.0,4376.0,7595.0,1456.0
0.9,10,28,20103.0,4798.0,8313.0,1515.0
0.9,10,29,22717.0,5228.0,9079.0,1598.0
0.9,10,30,25558.0,5682.0,9855.0,1658.0
0.9,10,31,28638.0,6160.0,10665.0,1718.0
0.9,10,32,31942.0,6608.0,11509.0,1776.0
0.9,10,33,35491.0,7098.0,12365.0,1810.0
0.9,10,34,39313.0,7644.0,13227.0,1827.0
0.9,10,35,43385.0,8144.0,14113.0,1863.0
0.9,10,36,47792.0,8814.0,15009.0,1900.0
0.9,10,37,52446.0,9308.0,15926.0,1940.0
0.9,10,38,57379.0,9866.0,16842.0,1928.0
0.9,10,39,62621.0,10484.0,17777.0,1974.0
0.9,10,40,68170.0,11098.0,18703.0,1975.0
0.9,10,41,74080.0,11820.0,19659.0,2012.0
0.9,10,42,80315.0,12470.0,20619.0,2020.0
0.9,10,43,86905.0,13180.0,21555.0,1989.0
0.9,10,44,93848.0,13886.0,22501.0,1999.0
0.9,10,45,101174.0,14652.0,23437.0,1990.0
0.9,10,46,108873.0,15398.0,24360.0,1951.0
0.9,10,47,116961.0,16176.0,25292.0,1960.0
0.9,10,48,125424.0,16926.0,26231.0,1979.0
0.9,10,49,134275.0,17702.0,27174.0,1994.0
0.9,10,50,143561.0,18572.0,28109.0,1972.0
0.9,10,51,153296.0,19470.0,29039.0,1963.0
0.9,10,52,163469.0,20346.0,29967.0,1974.0
0.9,10,53,174079.0,21220.0,30880.0,1935.0
0.9,10,54,185105.0,22052.0,31778.0,1892.0
0.9,10,55,196590.0,22970.0,32655.0,1860.0
0.9,10,56,208567.0,23954.0,33526.0,1850.0
0.9,10,57,220990.0,24846.0,34399.0,1857.0
0.9,10,58,233938.0,25896.0,35288.0,1867.0
0.9,10,59,247415.0,26954.0,36144.0,1814.0
0.9,10,60,261359.0,27888.0,37013.0,1822.0
0.74,2,1,2.0,2.0,2.0,2.0
0.74,2,2,4.0,4.0,4.0,4.0
0.74,2,3,8.0,8.0,7.0,7.0
0.74,2,4,16.0,16.0,11.0,11.0
0.74,2,5,32.0,32.0,19.0,19.0
0.74,2,6,62.0,60.0,30.0,29.0
0.74,2,7,112.0,100.0,49.0,43.0
0.74,2,8,189.0,154.0,78.0,65.0
0.74,2,9,303.0,228.0,118.0,89.0
0.74,2,10,464.0,322.0,164.0,112.0
0.74,2,11,671.0,414.0,217.0,120.0
0.74,2,12,938.0,534.0,285.0,150.0
0.74,2,13,1267.0,658.0,352.0,155.0
0.74,2,14,1670.0,806.0,425.0,168.0
0.74,2,15,2166.0,992.0,502.0,180.0
0.74,2,16,2766.0,1200.0,581.0,186.0
0.74,2,17,3474.0,1416.0,660.0,188.0
0.74,2,18,4279.0,1610.0,736.0,175.0
0.74,2,19,5200.0,1842.0,815.0,179.0
0.74,2,20,6261.0,2122.0,899.0,197.0
0.74,2,21,7440.0,2358.0,976.0,187.0
0.74,2,22,8792.0,2704.0,1050.0,182.0
0.74,2,23,10295.0,3006.0,1128.0,182.0
0.74,2,24,11965.0,3340.0,1203.0,175.0
0.74,2,25,13795.0,3660.0,1277.0,166.0
0.74,2,26,15792.0,3994.0,1346.0,161.0
0.74,2,27,18029.0,4474.0,1415.0,155.0
0.74,2,28,20469.0,4880.0,1475.0,139.0
0.74,2,29,23114.0,5290.0,1532.0,132.0
0.74,2,30,26000.0,5772.0,1576.0,114.0
0.74,2,31,29135.0,6270.0,1615.0,98.0
0.74,2,32,32467.0,6664.0,1657.0,95.0
0.74,2,33,36095.0,7256.0,1705.0,104.0
0.74,2,34,39990.0,7790.0,1750.0,102.0
0.74,2,35,44138.0,8296.0,1790.0,88.0
0.74,2,36,48545.0,8814.0,1824.0,78.0
0.74,2,37,53237.0,9384.0,1850.0,67.0
0.74,2,38,58185.0,9896.0,1876.0,60.0
0.74,2,39,63484.0,10598.0,1900.0,57.0
0.74,2,40,69131.0,11294.0,1922.0,50.0
0.74,2,41,75089.0,11916.0,1937.0,38.0
0.74,2,42,81375.0,12572.0,1951.0,33.0
0.74,2,43,88006.0,13262.0,1968.0,37.0
0.74,2,44,95022.0,14032.0,1983.0,35.0
0.74,2,45,102421.0,14798.0,1995.0,31.0
0.74,2,46,110189.0,15536.0,2004.0,22.0
0.74,2,47,118342.0,16306.0,2008.0,11.0
0.74,2,48,126850.0,17016.0,2012.0,10.0
0.74,2,49,135760.0,17820.0,2017.0,11.0
0.65,2,1,2.0,2.0,2.0,2.0
0.65,2,2,4.0,4.0,3.0,3.0
0.65,2,3,8.0,8.0,5.0,5.0
0.65,2,4,16.0,16.0,7.0,7.0
0.65,2,5,31.0,30.0,10.0,10.0
0.65,2,6,60.0,58.0,16.0,16.0
0.65,2,7,110.0,100.0,30.0,28.0
0.65,2,8,183.0,146.0,47.0,38.0
0.65,2,9,288.0,210.0,70.0,50.0
0.65,2,10,438.0,300.0,97.0,66.0
0.65,2,11,639.0,402.0,125.0,68.0
0.65,2,12,891.0,504.0,156.0,75.0
0.65,2,13,1219.0,656.0,184.0,75.0
0.65,2,14,1623.0,808.0,216.0,83.0
0.65,2,15,2109.0,972.0,248.0,80.0
0.65,2,16,2688.0,1158.0,280.0,79.0
0.65,2,17,3365.0,1354.0,306.0,70.0
0.65,2,18,4154.0,1578.0,332.0,65.0
0.65,2,19,5074.0,1840.0,353.0,52.0
0.65,2,20,6119.0,2090.0,370.0,42.0
0.65,2,21,7292.0,2346.0,387.0,39.0
0.65,2,22,8594.0,2604.0,403.0,38.0
0.65,2,23,10081.0,2974.0,416.0,32.0
0.65,2,24,11721.0,3280.0,429.0,29.0
0.65,2,25,13532.0,3622.0,443.0,34.0
0.65,2,26,15518.0,3972.0,457.0,34.0
0.65,2,27,17701.0,4366.0,473.0,36.0
0.65,2,28,20110.0,4818.0,490.0,39.0
0.65,2,29,22717.0,5214.0,500.0,29.0
0.65,2,30,25574.0,5714.0,510.0,26.0
0.65,2,31,28665.0,6182.0,520.0,26.0
0.65,2,32,31964.0,6598.0,530.0,23.0
0.65,2,33,35564.0,7200.0,539.0,22.0
0.65,2,34,39366.0,7604.0,545.0,16.0
0.65,2,35,43452.0,8172.0,555.0,21.0
0.65,2,36,47820.0,8736.0,564.0,19.0
0.65,2,37,52474.0,9308.0,572.0,19.0
0.65,2,38,57407.0,9866.0,576.0,11.0
0.65,2,39,62646.0,10478.0,581.0,12.0
0.65,2,40,68210.0,11128.0,585.0,11.0
0.65,2,41,74113.0,11806.0,588.0,9.0
0.65,2,42,80389.0,12552.0,591.0,8.0
0.65,2,43,87020.0,13262.0,592.0,3.0
0.65,2,44,93972.0,13904.0,593.0,3.0
0.65,2,45,101233.0,14522.0,596.0,6.0
0.65,2,46,108931.0,15396.0,598.0,5.0
0.65,2,47,116985.0,16108.0,600.0,5.0
0.65,2,48,125379.0,16788.0,602.0,5.0
0.65,2,49,134196.0,17634.0,605.0,7.0
0.65,2,50,143535.0,18678.0,607.0,6.0
0.65,2,51,153244.0,19418.0,610.0,7.0
0.8,10,1,2.0,2.0,2.0,2.0
0.8,10,2,4.0,4.0,4.0,4.0
0.8,10,3,8.0,8.0,7.0,7.0
0.8,10,4,16.0,16.0,12.0,12.0
0.8,10,5,32.0,32.0,22.0,22.0
0.8,10,6,63.0,62.0,40.0,40.0
0.8,10,7,112.0,98.0,65.0,58.0
0.8,10,8,189.0,154.0,99.0,76.0
0.8,10,9,300.0,222.0,148.0,106.0
0.8,10,10,460.0,320.0,203.0,129.0
0.8,10,11,677.0,434.0,274.0,156.0
0.8,10,12,948.0,542.0,359.0,186.0
0.8,10,13,1295.0,694.0,453.0,211.0
0.8,10,14,1715.0,840.0,556.0,231.0
0.8,10,15,2211.0,992.0,663.0,242.0
0.8,10,16,2793.0,1164.0,777.0,255.0
0.8,10,17,3489.0,1392.0,895.0,266.0
0.8,10,18,4290.0,1602.0,1005.0,258.0
0.8,10,19,5213.0,1846.0,1125.0,270.0
0.8,10,20,6265.0,2104.0,1254.0,282.0
0.8,10,21,7460.0,2390.0,1374.0,272.0
0.8,10,22,8791.0,2662.0,1496.0,281.0
0.8,10,23,10301.0,3020.0,1625.0,291.0
0.8,10,24,11989.0,3376.0,1744.0,281.0
0.8,10,25,13839.0,3700.0,1867.0,278.0
0.8,10,26,15883.0,4088.0,1983.0,267.0
0.8,10,27,18093.0,4420.0,2102.0,259.0
0.8,10,28,20536.0,4886.0,2222.0,269.0
0.8,10,29,23167.0,5262.0,2336.0,255.0
0.8,10,30,26032.0,5730.0,2452.0,260.0
0.8,10,31,29137.0,6210.0,2561.0,251.0
0.8,10,32,32507.0,6740.0,2669.0,247.0
0.8,10,33,36117.0,7220.0,2778.0,238.0
0.8,10,34,39988.0,7742.0,2874.0,219.0
0.8,10,35,44120.0,8264.0,2969.0,218.0
0.8,10,36,48558.0,8876.0,3061.0,203.0
0.8,10,37,53294.0,9472.0,3140.0,180.0
0.8,10,38,58327.0,10066.0,3229.0,193.0
0.8,10,39,63622.0,10590.0,3311.0,187.0
0.8,10,40,69269.0,11294.0,3397.0,187.0
0.8,10,41,75241.0,11944.0,3467.0,159.0
0.8,10,42,81628.0,12774.0,3537.0,154.0
0.8,10,43,88271.0,13286.0,3599.0,136.0
0.8,10,44,95304.0,14066.0,3660.0,139.0
0.8,10,45,102700.0,14792.0,3710.0,123.0
0.8,10,46,110403.0,15406.0,3758.0,111.0
0.8,10,47,118529.0,16252.0,3802.0,99.0
0.8,10,48,127040.0,17022.0,3841.0,93.0
0.8,10,49,135964.0,17848.0,3881.0,86.0
0.8,10,50,145309.0,18690.0,3919.0,89.0
0.8,10,51,155125.0,19632.0,3955.0,82.0
0.8,10,52,165354.0,20458.0,3991.0,79.0
0.8,10,53,175986.0,21264.0,4028.0,82.0
0.8,10,54,187071.0,22170.0,4065.0,78.0
0.8,10,55,198676.0,23210.0,4096.0,72.0
0.8,10,56,210708.0,24064.0,4126.0,69.0
0.8,10,57,223305.0,25194.0,4156.0,69.0
0.8,10,58,236302.0,25994.0,4187.0,67.0
0.8,10,59,249856.0,27108.0,4212.0,56.0
0.8,10,60,263881.0,28050.0,4237.0,57.0
0.61,1,1,2.0,2.0,2.0,2.0
0.61,1,2,4.0,4.0,2.0,2.0
0.61,1,3,8.0,8.0,4.0,4.0
0.61,1,4,16.0,16.0,5.0,5.0
0.61,1,5,32.0,32.0,7.0,7.0
0.61,1,6,61.0,58.0,9.0,9.0
0.61,1,7,112.0,102.0,14.0,13.0
0.61,1,8,189.0,154.0,21.0,17.0
0.61,1,9,300.0,222.0,32.0,26.0
0.61,1,10,456.0,312.0,42.0,30.0
0.61,1,11,665.0,418.0,56.0,37.0
0.61,1,12,932.0,534.0,71.0,35.0
0.61,1,13,1260.0,656.0,79.0,29.0
0.61,1,14,1662.0,804.0,90.0,27.0
0.61,1,15,2148.0,972.0,101.0,24.0
0.61,1,16,2728.0,1160.0,112.0,26.0
0.61,1,17,3419.0,1382.0,120.0,22.0
0.61,1,18,4215.0,1592.0,129.0,22.0
0.61,1,19,5137.0,1844.0,137.0,21.0
0.61,1,20,6202.0,2130.0,146.0,22.0
0.61,1,21,7362.0,2320.0,153.0,21.0
0.61,1,22,8685.0,2646.0,159.0,17.0
0.61,1,23,10178.0,2986.0,161.0,9.0
0.61,1,24,11856.0,3356.0,163.0,7.0
0.61,1,25,13702.0,3692.0,165.0,6.0
0.61,1,26,15721.0,4038.0,169.0,8.0
0.61,1,27,17954.0,4466.0,169.0,4.0
0.61,1,28,20369.0,4830.0,171.0,5.0
0.61,1,29,23022.0,5306.0,173.0,5.0
0.61,1,30,25846.0,5648.0,173.0,4.0
0.61,1,31,28909.0,6126.0,174.0,3.0
0.61,1,32,32222.0,6626.0,177.0,6.0
0.61,1,33,35818.0,7192.0,177.0,3.0
0.61,1,34,39637.0,7638.0,177.0,1.0
0.61,1,35,43778.0,8282.0,177.0,0.0
0.61,1,36,48220.0,8884.0,177.0,0.0
0.61,1,37,52919.0,9398.0,177.0,0.0
0.61,1,38,57870.0,9902.0,177.0,0.0
0.61,1,39,63139.0,10538.0,177.0,0.0
0.61,1,40,68758.0,11238.0,177.0,0.0
0.61,1,41,74697.0,11878.0,177.0,0.0
0.61,1,42,80934.0,12474.0,177.0,0.0
0.61,1,43,87551.0,13234.0,177.0,0.0
0.61,1,44,94526.0,13950.0,177.0,0.0
0.61,1,45,101848.0,14644.0,177.0,0.0
0.61,1,46,109552.0,15408.0,177.0,0.0
0.61,1,47,117660.0,16216.0,177.0,0.0
0.61,1,48,126182.0,17044.0,177.0,0.0
0.61,1,49,135060.0,17756.0,177.0,0.0
0.61,1,50,144355.0,18590.0,177.0,0.0
0.61,1,51,154108.0,19506.0,177.0,0.0
0.61,1,52,164231.0,20246.0,177.0,0.0
0.8,9,1,2.0,2.0,2.0,2.0
0.8,9,2,4.0,4.0,4.0,4.0
0.8,9,3,8.0,8.0,7.0,7.0
0.8,9,4,16.0,16.0,12.0,12.0
0.8,9,5,32.0,32.0,22.0,22.0
0.8,9,6,61.0,58.0,39.0,38.0
0.8,9,7,107.0,92.0,62.0,53.0
0.8,9,8,183.0,152.0,97.0,80.0
0.8,9,9,290.0,214.0,144.0,102.0
0.8,9,10,442.0,304.0,196.0,119.0
0.8,9,11,646.0,408.0,261.0,143.0
0.8,9,12,905.0,518.0,331.0,155.0
0.8,9,13,1234.0,658.0,406.0,172.0
0.8,9,14,1637.0,806.0,495.0,201.0
0.8,9,15,2120.0,966.0,593.0,211.0
0.8,9,16,2693.0,1146.0,701.0,236.0
0.8,9,17,3368.0,1350.0,799.0,224.0
0.8,9,18,4166.0,1596.0,898.0,228.0
0.8,9,19,5063.0,1794.0,997.0,232.0
0.8,9,20,6110.0,2094.0,1105.0,238.0
0.8,9,21,7295.0,2370.0,1215.0,244.0
0.8,9,22,8640.0,2690.0,1322.0,247.0
0.8,9,23,10145.0,3010.0,1426.0,246.0
0.8,9,24,11798.0,3306.0,1526.0,228.0
0.8,9,25,13610.0,3624.0,1629.0,231.0
0.8,9,26,15648.0,4076.0,1736.0,241.0
0.8,9,27,17855.0,4414.0,1842.0,233.0
0.8,9,28,20270.0,4830.0,1947.0,231.0
0.8,9,29,22887.0,5234.0,2045.0,218.0
0.8,9,30,25724.0,5674.0,2144.0,222.0
0.8,9,31,28811.0,6174.0,2238.0,220.0
0.8,9,32,32118.0,6614.0,2327.0,205.0
0.8,9,33,35701.0,7166.0,2423.0,206.0
0.8,9,34,39541.0,7680.0,2507.0,190.0
0.8,9,35,43627.0,8172.0,2591.0,188.0
0.8,9,36,48002.0,8750.0,2673.0,179.0
0.8,9,37,52709.0,9414.0,2743.0,156.0
0.8,9,38,57685.0,9952.0,2804.0,139.0
0.8,9,39,62960.0,10550.0,2864.0,131.0
0.8,9,40,68555.0,11190.0,2927.0,138.0
0.8,9,41,74463.0,11816.0,2987.0,132.0
0.8,9,42,80736.0,12546.0,3037.0,116.0
0.8,9,43,87318.0,13164.0,3084.0,107.0
0.8,9,44,94323.0,14010.0,3129.0,102.0
0.8,9,45,101606.0,14566.0,3179.0,106.0
0.8,9,46,109277.0,15342.0,3219.0,96.0
0.8,9,47,117356.0,16158.0,3258.0,91.0
0.8,9,48,125872.0,17032.0,3297.0,86.0
0.8,9,49,134786.0,17828.0,3339.0,91.0
0.8,9,50,144055.0,18538.0,3370.0,74.0
0.8,9,51,153810.0,19510.0,3406.0,78.0
0.8,9,52,164072.0,20524.0,3443.0,83.0
0.8,9,53,174623.0,21102.0,3477.0,80.0
0.8,9,54,185700.0,22154.0,3515.0,85.0
0.8,9,55,197229.0,23058.0,3545.0,69.0
0.8,9,56,209201.0,23944.0,3574.0,68.0
0.8,9,57,221742.0,25082.0,3605.0,68.0
0.8,9,58,234725.0,25966.0,3630.0,56.0
0.8,9,59,248264.0,27078.0,3657.0,58.0
0.68,5,1,2.0,2.0,2.0,2.0
0.68,5,2,4.0,4.0,4.0,4.0
0.68,5,3,8.0,8.0,7.0,7.0
0.68,5,4,16.0,16.0,11.0,11.0
0.68,5,5,31.0,30.0,19.0,19.0
0.68,5,6,60.0,58.0,29.0,28.0
0.68,5,7,109.0,98.0,47.0,40.0
0.68,5,8,182.0,146.0,70.0,54.0
0.68,5,9,286.0,208.0,100.0,68.0
0.68,5,10,431.0,290.0,130.0,81.0
0.68,5,11,625.0,388.0,165.0,82.0
0.68,5,12,881.0,512.0,210.0,101.0
0.68,5,13,1201.0,640.0,254.0,108.0
0.68,5,14,1598.0,794.0,306.0,121.0
0.68,5,15,2067.0,938.0,362.0,131.0
0.68,5,16,2635.0,1136.0,419.0,136.0
0.68,5,17,3303.0,1336.0,472.0,136.0
0.68,5,18,4084.0,1562.0,524.0,127.0
0.68,5,19,4981.0,1794.0,576.0,120.0
0.68,5,20,6017.0,2072.0,624.0,115.0
0.68,5,21,7187.0,2340.0,668.0,114.0
0.68,5,22,8500.0,2626.0,708.0,100.0
0.68,5,23,9969.0,2938.0,751.0,98.0
0.68,5,24,11613.0,3288.0,788.0,93.0
0.68,5,25,13425.0,3624.0,825.0,93.0
0.68,5,26,15403.0,3956.0,854.0,76.0
0.68,5,27,17591.0,4376.0,877.0,62.0
0.68,5,28,19987.0,4792.0,903.0,61.0
0.68,5,29,22557.0,5140.0,922.0,50.0
0.68,5,30,25386.0,5658.0,939.0,44.0
0.68,5,31,28429.0,6086.0,955.0,40.0
0.68,5,32,31720.0,6582.0,970.0,39.0
0.68,5,33,35265.0,7090.0,986.0,39.0
0.68,5,34,39055.0,7580.0,998.0,33.0
0.68,5,35,43109.0,8108.0,1009.0,30.0
0.68,5,36,47457.0,8696.0,1023.0,34.0
0.68,5,37,52082.0,9250.0,1034.0,30.0
0.68,5,38,57029.0,9894.0,1044.0,26.0
0.68,5,39,62266.0,10474.0,1056.0,28.0
0.68,5,40,67835.0,11138.0,1066.0,27.0
0.68,5,41,73712.0,11754.0,1077.0,25.0
0.68,5,42,79924.0,12424.0,1088.0,25.0
0.68,5,43,86527.0,13206.0,1100.0,28.0
0.68,5,44,93453.0,13852.0,1109.0,23.0
0.68,5,45,100776.0,14646.0,1118.0,21.0
0.68,5,46,108463.0,15374.0,1127.0,21.0
0.68,5,47,116477.0,16028.0,1135.0,19.0
0.68,5,48,124880.0,16806.0,1144.0,23.0
0.68,5,49,133727.0,17694.0,1153.0,22.0
0.4,6,1,2.0,2.0,1.0,1.0
0.4,6,2,4.0,4.0,1.0,1.0
0.4,6,3,8.0,8.0,2.0,2.0
0.4,6,4,16.0,16.0,4.0,4.0
0.4,6,5,32.0,32.0,7.0,7.0
0.4,6,6,59.0,54.0,11.0,10.0
0.4,6,7,109.0,100.0,12.0,10.0
0.4,6,8,185.0,152.0,13.0,8.0
0.4,6,9,294.0,218.0,15.0,9.0
0.4,6,10,441.0,294.0,15.0,3.0
0.4,6,11,647.0,412.0,16.0,4.0
0.4,6,12,913.0,532.0,17.0,5.0
0.4,6,13,1237.0,648.0,18.0,3.0
0.4,6,14,1649.0,824.0,19.0,4.0
0.4,6,15,2157.0,1016.0,20.0,3.0
0.4,6,16,2738.0,1162.0,21.0,2.0
0.4,6,17,3431.0,1386.0,21.0,2.0
0.4,6,18,4247.0,1632.0,21.0,0.0
0.4,6,19,5179.0,1864.0,21.0,0.0
0.4,6,20,6223.0,2088.0,21.0,0.0
0.4,6,21,7407.0,2368.0,21.0,0.0
0.4,6,22,8731.0,2648.0,21.0,0.0
0.4,6,23,10230.0,2998.0,21.0,0.0
0.4,6,24,11891.0,3322.0,21.0,0.0
0.4,6,25,13750.0,3718.0,21.0,0.0
0.4,6,26,15797.0,4094.0,21.0,0.0
0.4,6,27,18001.0,4408.0,21.0,0.0
0.4,6,28,20420.0,4838.0,21.0,0.0
0.4,6,29,23034.0,5228.0,21.0,0.0
0.4,6,30,25900.0,5732.0,21.0,0.0
0.4,6,31,29022.0,6244.0,21.0,0.0
0.4,6,32,32394.0,6744.0,21.0,0.0
0.4,6,33,35965.0,7142.0,21.0,0.0
0.4,6,34,39826.0,7722.0,21.0,0.0
0.4,6,35,43989.0,8326.0,21.0,0.0
0.4,6,36,48407.0,8836.0,21.0,0.0
0.4,6,37,53091.0,9368.0,21.0,0.0
0.4,6,38,58101.0,10020.0,21.0,0.0
0.4,6,39,63415.0,10628.0,21.0,0.0
0.4,6,40,68983.0,11136.0,21.0,0.0
0.4,6,41,74914.0,11862.0,21.0,0.0
0.4,6,42,81200.0,12572.0,21.0,0.0
0.4,6,43,87877.0,13354.0,21.0,0.0
0.4,6,44,94901.0,14048.0,21.0,0.0
0.4,6,45,102274.0,14746.0,21.0,0.0
0.4,6,46,109950.0,15352.0,21.0,0.0
0.4,6,47,118037.0,16174.0,21.0,0.0
0.4,6,48,126569.0,17064.0,21.0,0.0
0.4,6,49,135509.0,17880.0,21.0,0.0
0.4,6,50,144879.0,18740.0,21.0,0.0
0.4,6,51,154650.0,19542.0,21.0,0.0
0.4,6,52,164825.0,20350.0,21.0,0.0
0.4,6,53,175461.0,21272.0,21.0,0.0
0.4,6,54,186564.0,22206.0,21.0,0.0
0.4,6,55,198097.0,23066.0,21.0,0.0
0.4,6,56,210135.0,24076.0,21.0,0.0
0.4,6,57,222690.0,25110.0,21.0,0.0
0.4,6,58,235686.0,25992.0,21.0,0.0
0.65,8,1,2.0,2.0,2.0,2.0
0.65,8,2,4.0,4.0,3.0,3.0
0.65,8,3,8.0,8.0,5.0,5.0
0.65,8,4,16.0,16.0,7.0,7.0
0.65,8,5,32.0,32.0,10.0,10.0
0.65,8,6,59.0,54.0,16.0,16.0
0.65,8,7,105.0,92.0,31.0,31.0
0.65,8,8,178.0,146.0,52.0,46.0
0.65,8,9,287.0,218.0,76.0,57.0
0.65,8,10,435.0,296.0,103.0,65.0
0.65,8,11,625.0,380.0,132.0,71.0
0.65,8,12,872.0,494.0,170.0,87.0
0.65,8,13,1186.0,628.0,202.0,81.0
0.65,8,14,1585.0,798.0,231.0,77.0
0.65,8,15,2058.0,946.0,258.0,68.0
0.65,8,16,2632.0,1148.0,290.0,78.0
0.65,8,17,3300.0,1336.0,317.0,72.0
0.65,8,18,4078.0,1556.0,350.0,79.0
0.65,8,19,4963.0,1770.0,382.0,73.0
0.65,8,20,5992.0,2058.0,407.0,66.0
0.65,8,21,7155.0,2326.0,432.0,65.0
0.65,8,22,8458.0,2606.0,458.0,58.0
0.65,8,23,9911.0,2906.0,478.0,53.0
0.65,8,24,11545.0,3268.0,499.0,52.0
0.65,8,25,13347.0,3604.0,517.0,47.0
0.65,8,26,15333.0,3972.0,530.0,39.0
0.65,8,27,17506.0,4346.0,542.0,29.0
0.65,8,28,19860.0,4708.0,552.0,26.0
0.65,8,29,22452.0,5184.0,561.0,22.0
0.65,8,30,25281.0,5658.0,567.0,19.0
0.65,8,31,28311.0,6060.0,570.0,10.0
0.65,8,32,31566.0,6510.0,576.0,13.0
0.65,8,33,35085.0,7038.0,579.0,7.0
0.65,8,34,38840.0,7510.0,581.0,4.0
0.65,8,35,42867.0,8054.0,583.0,4.0
0.65,8,36,47172.0,8610.0,585.0,4.0
0.65,8,37,51790.0,9236.0,586.0,4.0
0.65,8,38,56702.0,9824.0,587.0,2.0
0.65,8,39,61888.0,10372.0,588.0,3.0
0.65,8,40,67424.0,11072.0,588.0,1.0
0.65,8,41,73274.0,11700.0,588.0,0.0
0.65,8,42,79461.0,12374.0,588.0,0.0
0.65,8,43,86003.0,13084.0,588.0,0.0
0.65,8,44,92904.0,13802.0,588.0,0.0
0.65,8,45,100198.0,14588.0,588.0,0.0
0.65,8,46,107862.0,15328.0,588.0,0.0
0.65,8,47,115877.0,16030.0,588.0,0.0
0.65,8,48,124261.0,16768.0,588.0,0.0
0.65,8,49,133123.0,17724.0,588.0,0.0
0.65,8,50,142351.0,18456.0,588.0,0.0
0.65,8,51,151979.0,19256.0,588.0,0.0
0.65,8,52,162050.0,20142.0,588.0,0.0
0.65,8,53,172533.0,20966.0,588.0,0.0
0.65,8,54,183501.0,21936.0,588.0,0.0
0.65,8,55,194948.0,22894.0,588.0,0.0
0.65,8,56,206890.0,23884.0,588.0,0.0
0.3,10,1,2.0,2.0,1.0,1.0
0.3,10,2,4.0,4.0,1.0,1.0
0.3,10,3,8.0,8.0,2.0,2.0
0.3,10,4,16.0,16.0,3.0,3.0
0.3,10,5,32.0,32.0,4.0,4.0
0.3,10,6,62.0,60.0,4.0,4.0
0.3,10,7,111.0,98.0,4.0,3.0
0.3,10,8,186.0,150.0,4.0,2.0
0.3,10,9,293.0,214.0,5.0,3.0
0.3,10,10,443.0,300.0,5.0,3.0
0.3,10,11,641.0,396.0,5.0,2.0
0.3,10,12,892.0,502.0,7.0,4.0
0.3,10,13,1219.0,654.0,8.0,4.0
0.3,10,14,1619.0,800.0,9.0,4.0
0.3,10,15,2096.0,954.0,11.0,5.0
0.3,10,16,2674.0,1156.0,13.0,5.0
0.3,10,17,3367.0,1386.0,14.0,5.0
0.3,10,18,4164.0,1594.0,16.0,4.0
0.3,10,19,5067.0,1806.0,17.0,4.0
0.3,10,20,6105.0,2076.0,17.0,2.0
0.3,10,21,7285.0,2360.0,18.0,3.0
0.3,10,22,8608.0,2646.0,18.0,2.0
0.3,10,23,10122.0,3028.0,18.0,1.0
0.3,10,24,11770.0,3296.0,19.0,2.0
0.3,10,25,13577.0,3614.0,19.0,1.0
0.3,10,26,15583.0,4012.0,19.0,1.0
0.3,10,27,17795.0,4424.0,19.0,1.0
0.3,10,28,20200.0,4810.0,19.0,1.0
0.3,10,29,22821.0,5242.0,19.0,0.0
0.3,10,30,25665.0,5688.0,19.0,0.0
0.3,10,31,28739.0,6148.0,19.0,0.0
0.3,10,32,32040.0,6602.0,19.0,0.0
0.3,10,33,35590.0,7100.0,19.0,0.0
0.3,10,34,39454.0,7728.0,19.0,0.0
0.3,10,35,43575.0,8242.0,19.0,0.0
0.3,10,36,47978.0,8806.0,19.0,0.0
0.3,10,37,52618.0,9280.0,19.0,0.0
0.3,10,38,57567.0,9898.0,19.0,0.0
0.3,10,39,62856.0,10578.0,19.0,0.0
0.3,10,40,68391.0,11070.0,19.0,0.0
0.3,10,41,74269.0,11756.0,19.0,0.0
0.3,10,42,80546.0,12554.0,19.0,0.0
0.3,10,43,87140.0,13188.0,19.0,0.0
0.3,10,44,94126.0,13972.0,19.0,0.0
0.3,10,45,101484.0,14716.0,19.0,0.0
0.3,10,46,109166.0,15364.0,19.0,0.0
0.3,10,47,117183.0,16034.0,19.0,0.0
0.3,10,48,125643.0,16920.0,19.0,0.0
0.3,10,49,134485.0,17684.0,19.0,0.0
0.3,10,50,143755.0,18540.0,19.0,0.0
0.3,10,51,153501.0,19492.0,19.0,0.0
0.3,10,52,163683.0,20364.0,19.0,0.0
0.3,10,53,174336.0,21306.0,19.0,0.0
0.3,10,54,185332.0,21992.0,19.0,0.0
0.3,10,55,196776.0,22888.0,19.0,0.0
0.3,10,56,208737.0,23922.0,19.0,0.0
0.3,10,57,221205.0,24936.0,19.0,0.0
0.3,10,58,234196.0,25982.0,19.0,0.0
0.3,10,59,247619.0,26846.0,19.0,0.0
