ps,n,time,total_cells,active_cells,stem_cells,active_stem_cells
0.67,3,24,11857.0,3366.0,852.0,97.0
0.67,3,25,13698.0,3682.0,890.0,92.0
0.67,3,26,15707.0,4018.0,924.0,87.0
0.67,3,27,17903.0,4392.0,956.0,81.0
0.67,3,28,20327.0,4848.0,983.0,70.0
0.67,3,29,22922.0,5190.0,1008.0,59.0
0.67,3,30,25812.0,5780.0,1030.0,61.0
0.67,3,31,28892.0,6160.0,1051.0,55.0
0.67,3,32,32196.0,6608.0,1070.0,46.0
0.67,3,33,35771.0,7150.0,1087.0,47.0
0.67,3,34,39598.0,7654.0,1103.0,40.0
0.67,3,35,43685.0,8174.0,1121.0,42.0
0.67,3,36,48092.0,8814.0,1135.0,36.0
0.67,3,37,52782.0,9380.0,1150.0,36.0
0.67,3,38,57781.0,9998.0,1161.0,26.0
0.67,3,39,63112.0,10662.0,1170.0,22.0
0.67,3,40,68723.0,11222.0,1175.0,13.0
0.67,3,41,74641.0,11836.0,1178.0,8.0
0.67,3,42,80974.0,12666.0,1180.0,5.0
0.67,3,43,87600.0,13252.0,1181.0,3.0
0.67,3,44,94541.0,13882.0,1183.0,5.0
0.67,3,45,101917.0,14752.0,1185.0,4.0
0.67,3,46,109609.0,15384.0,1187.0,4.0
0.67,3,47,117724.0,16230.0,1188.0,3.0
0.67,3,48,126249.0,17050.0,1190.0,4.0
0.67,3,49,135139.0,17780.0,1192.0,4.0
0.67,3,50,144407.0,18536.0,1193.0,3.0
0.67,3,51,154192.0,19570.0,1193.0,1.0
0.67,3,52,164410.0,20436.0,1194.0,2.0
0.67,1,1,2.0,2.0,2.0,2.0
0.67,1,2,4.0,4.0,4.0,4.0
0.67,1,3,8.0,8.0,7.0,7.0
0.67,1,4,16.0,16.0,11.0,11.0
0.67,1,5,32.0,32.0,18.0,18.0
0.67,1,6,61.0,58.0,26.0,24.0
0.67,1,7,107.0,92.0,44.0,39.0
0.67,1,8,181.0,148.0,68.0,55.0
0.67,1,9,289.0,216.0,100.0,74.0
0.67,1,10,438.0,298.0,132.0,80.0
0.67,1,11,637.0,398.0,175.0,101.0
0.67,1,12,895.0,516.0,226.0,119.0
0.67,1,13,1219.0,648.0,270.0,119.0
0.67,1,14,1613.0,788.0,327.0,135.0
0.67,1,15,2095.0,964.0,380.0,140.0
0.67,1,16,2680.0,1170.0,439.0,145.0
0.67,1,17,3368.0,1376.0,492.0,144.0
0.67,1,18,4160.0,1584.0,544.0,127.0
0.67,1,19,5064.0,1808.0,596.0,124.0
0.67,1,20,6105.0,2082.0,644.0,119.0
0.67,1,21,7270.0,2330.0,691.0,117.0
0.67,1,22,8572.0,2604.0,736.0,111.0
0.67,1,23,10043.0,2942.0,781.0,107.0
0.67,1,24,11692.0,3298.0,825.0,105.0
0.67,1,25,13490.0,3596.0,864.0,94.0
0.67,1,26,15474.0,3968.0,896.0,79.0
0.67,1,27,17654.0,4360.0,923.0,71.0
0.67,1,28,20039.0,4770.0,948.0,63.0
0.67,1,29,22631.0,5184.0,980.0,68.0
0.67,1,30,25445.0,5628.0,1002.0,60.0
0.67,1,31,28472.0,6054.0,1022.0,55.0
0.67,1,32,31778.0,6612.0,1037.0,41.0
0.67,1,33,35306.0,7056.0,1053.0,36.0
0.67,1,34,39091.0,7570.0,1073.0,45.0
0.67,1,35,43179.0,8176.0,1094.0,46.0
0.67,1,36,47539.0,8720.0,1109.0,38.0
0.67,1,37,52212.0,9346.0,1123.0,32.0
0.67,1,38,57177.0,9930.0,1137.0,30.0
0.67,1,39,62451.0,10548.0,1148.0,28.0
0.67,1,40,67970.0,11038.0,1155.0,21.0
0.67,1,41,73865.0,11790.0,1158.0,13.0
0.67,1,42,80089.0,12448.0,1163.0,13.0
0.67,1,43,86641.0,13104.0,1168.0,12.0
0.67,1,44,93560.0,13838.0,1170.0,7.0
0.67,1,45,100820.0,14520.0,1172.0,6.0
0.67,1,46,108491.0,15342.0,1175.0,6.0
0.67,1,47,116528.0,16074.0,1178.0,7.0
0.67,1,48,124976.0,16896.0,1180.0,4.0
0.67,1,49,133833.0,17714.0,1180.0,0.0
0.67,1,50,143079.0,18492.0,1180.0,0.0
0.67,1,51,152744.0,19330.0,1180.0,0.0
0.67,1,52,162806.0,20124.0,1180.0,0.0
0.5,10,1,2.0,2.0,1.0,1.0
0.5,10,2,4.0,4.0,1.0,1.0
0.5,10,3,8.0,8.0,2.0,2.0
0.5,10,4,16.0,16.0,4.0,4.0
0.5,10,5,32.0,32.0,7.0,7.0
0.5,10,6,61.0,58.0,12.0,11.0
0.5,10,7,110.0,98.0,14.0,10.0
0.5,10,8,184.0,148.0,17.0,11.0
0.5,10,9,294.0,220.0,22.0,14.0
0.5,10,10,445.0,302.0,28.0,17.0
0.5,10,11,645.0,400.0,36.0,21.0
0.5,10,12,905.0,520.0,43.0,22.0
0.5,10,13,1228.0,646.0,49.0,19.0
0.5,10,14,1627.0,798.0,53.0,12.0
0.5,10,15,2119.0,984.0,60.0,16.0
0.5,10,16,2697.0,1156.0,66.0,13.0
0.5,10,17,3369.0,1344.0,69.0,9.0
0.5,10,18,4145.0,1552.0,72.0,7.0
0.5,10,19,5051.0,1812.0,74.0,7.0
0.5,10,20,6087.0,2072.0,77.0,7.0
0.5,10,21,7258.0,2342.0,78.0,6.0
0.5,10,22,8581.0,2646.0,79.0,6.0
0.5,10,23,10066.0,2970.0,80.0,4.0
0.5,10,24,11718.0,3304.0,80.0,2.0
0.5,10,25,13534.0,3632.0,80.0,1.0
0.5,10,26,15525.0,3982.0,80.0,0.0
0.5,10,27,17732.0,4414.0,80.0,0.0
0.5,10,28,20148.0,4832.0,80.0,0.0
0.5,10,29,22762.0,5228.0,80.0,0.0
0.5,10,30,25604.0,5684.0,80.0,0.0
0.5,10,31,28683.0,6158.0,80.0,0.0
0.5,10,32,31978.0,6590.0,80.0,0.0
0.5,10,33,35516.0,7076.0,80.0,0.0
0.5,10,34,39340.0,7648.0,80.0,0.0
0.5,10,35,43444.0,8208.0,80.0,0.0
0.5,10,36,47835.0,8782.0,80.0,0.0
0.5,10,37,52515.0,9360.0,80.0,0.0
0.5,10,38,57468.0,9906.0,80.0,0.0
0.5,10,39,62753.0,10570.0,80.0,0.0
0.5,10,40,68324.0,11142.0,80.0,0.0
0.5,10,41,74282.0,11916.0,80.0,0.0
0.5,10,42,80516.0,12468.0,80.0,0.0
0.5,10,43,87110.0,13188.0,80.0,0.0
0.5,10,44,94017.0,13814.0,80.0,0.0
0.5,10,45,101318.0,14602.0,80.0,0.0
0.5,10,46,109029.0,15422.0,80.0,0.0
0.5,10,47,117083.0,16108.0,80.0,0.0
0.5,10,48,125526.0,16886.0,80.0,0.0
0.5,10,49,134432.0,17812.0,80.0,0.0
0.5,10,50,143716.0,18568.0,80.0,0.0
0.5,10,51,153437.0,19442.0,80.0,0.0
0.5,10,52,163588.0,20302.0,80.0,0.0
0.5,10,53,174172.0,21168.0,80.0,0.0
0.5,10,54,185227.0,22110.0,80.0,0.0
0.5,10,55,196691.0,22928.0,80.0,0.0
0.5,10,56,208573.0,23764.0,80.0,0.0
0.5,10,57,221066.0,24986.0,80.0,0.0
0.5,10,58,234039.0,25946.0,80.0,0.0
0.5,10,59,247423.0,26768.0,80.0,0.0
0.5,10,60,261385.0,27924.0,80.0,0.0
0.63,8,1,2.0,2.0,2.0,2.0
0.63,8,2,4.0,4.0,2.0,2.0
0.63,8,3,8.0,8.0,4.0,4.0
0.63,8,4,16.0,16.0,5.0,5.0
0.63,8,5,31.0,30.0,7.0,7.0
0.63,8,6,58.0,54.0,9.0,9.0
0.63,8,7,103.0,90.0,15.0,13.0
0.63,8,8,174.0,142.0,25.0,23.0
0.63,8,9,280.0,212.0,38.0,31.0
0.63,8,10,428.0,296.0,48.0,33.0
0.63,8,11,617.0,378.0,59.0,30.0
0.63,8,12,864.0,494.0,76.0,38.0
0.63,8,13,1185.0,642.0,88.0,37.0
0.63,8,14,1576.0,782.0,103.0,38.0
0.63,8,15,2043.0,934.0,119.0,37.0
0.63,8,16,2599.0,1112.0,135.0,38.0
0.63,8,17,3257.0,1316.0,148.0,33.0
0.63,8,18,4028.0,1542.0,162.0,33.0
0.63,8,19,4927.0,1798.0,174.0,32.0
0.63,8,20,5933.0,2012.0,183.0,23.0
0.63,8,21,7085.0,2304.0,193.0,23.0
0.63,8,22,8374.0,2578.0,202.0,22.0
0.63,8,23,9826.0,2904.0,209.0,20.0
0.63,8,24,11455.0,3258.0,215.0,17.0
0.63,8,25,13273.0,3636.0,222.0,18.0
0.63,8,26,15252.0,3958.0,228.0,15.0
0.63,8,27,17439.0,4374.0,235.0,16.0
0.63,8,28,19783.0,4688.0,240.0,13.0
0.63,8,29,22364.0,5162.0,243.0,9.0
0.63,8,30,25144.0,5560.0,246.0,8.0
0.63,8,31,28174.0,6060.0,248.0,5.0
0.63,8,32,31439.0,6530.0,249.0,2.0
0.63,8,33,34933.0,6988.0,249.0,1.0
0.63,8,34,38708.0,7550.0,249.0,1.0
0.63,8,35,42772.0,8128.0,249.0,0.0
0.63,8,36,47083.0,8622.0,249.0,0.0
0.63,8,37,51681.0,9196.0,249.0,0.0
0.63,8,38,56574.0,9786.0,249.0,0.0
0.63,8,39,61766.0,10384.0,249.0,0.0
0.63,8,40,67310.0,11088.0,249.0,0.0
0.63,8,41,73129.0,11638.0,249.0,0.0
0.63,8,42,79337.0,12416.0,249.0,0.0
0.63,8,43,85890.0,13106.0,249.0,0.0
0.63,8,44,92738.0,13696.0,249.0,0.0
0.63,8,45,100002.0,14528.0,249.0,0.0
0.63,8,46,107615.0,15226.0,249.0,0.0
0.63,8,47,115624.0,16018.0,249.0,0.0
0.63,8,48,124018.0,16788.0,249.0,0.0
0.63,8,49,132808.0,17580.0,249.0,0.0
0.63,8,50,141991.0,18366.0,249.0,0.0
0.63,8,51,151592.0,19202.0,249.0,0.0
0.63,8,52,161695.0,20206.0,249.0,0.0
0.63,8,53,172192.0,20994.0,249.0,0.0
0.63,8,54,183167.0,21950.0,249.0,0.0
0.63,8,55,194536.0,22738.0,249.0,0.0
0.1,8,1,2.0,2.0,1.0,1.0
0.1,8,2,4.0,4.0,1.0,1.0
0.1,8,3,8.0,8.0,2.0,2.0
0.1,8,4,16.0,16.0,2.0,2.0
0.1,8,5,32.0,32.0,2.0,2.0
0.1,8,6,62.0,60.0,2.0,2.0
0.1,8,7,110.0,96.0,2.0,2.0
0.1,8,8,186.0,152.0,2.0,2.0
0.1,8,9,298.0,224.0,2.0,1.0
0.1,8,10,449.0,302.0,2.0,1.0
0.1,8,11,652.0,406.0,2.0,1.0
0.1,8,12,904.0,504.0,2.0,1.0
0.1,8,13,1230.0,652.0,2.0,1.0
0.1,8,14,1640.0,820.0,2.0,0.0
0.1,8,15,2134.0,988.0,2.0,0.0
0.1,8,16,2724.0,1180.0,2.0,0.0
0.1,8,17,3420.0,1392.0,2.0,0.0
0.1,8,18,4224.0,1608.0,2.0,0.0
0.1,8,19,5156.0,1864.0,2.0,0.0
0.1,8,20,6191.0,2070.0,2.0,0.0
0.1,8,21,7366.0,2350.0,2.0,0.0
0.1,8,22,8703.0,2674.0,2.0,0.0
0.1,8,23,10204.0,3002.0,2.0,0.0
0.1,8,24,11882.0,3356.0,2.0,0.0
0.1,8,25,13723.0,3682.0,2.0,0.0
0.1,8,26,15758.0,4070.0,2.0,0.0
0.1,8,27,17938.0,4360.0,2.0,0.0
0.1,8,28,20358.0,4840.0,2.0,0.0
0.1,8,29,22985.0,5254.0,2.0,0.0
0.1,8,30,25846.0,5722.0,2.0,0.0
0.1,8,31,28943.0,6194.0,2.0,0.0
0.1,8,32,32275.0,6664.0,2.0,0.0
0.1,8,33,35847.0,7144.0,2.0,0.0
0.1,8,34,39685.0,7676.0,2.0,0.0
0.1,8,35,43820.0,8270.0,2.0,0.0
0.1,8,36,48232.0,8824.0,2.0,0.0
0.1,8,37,52957.0,9450.0,2.0,0.0
0.1,8,38,57918.0,9922.0,2.0,0.0
0.1,8,39,63236.0,10636.0,2.0,0.0
0.1,8,40,68842.0,11212.0,2.0,0.0
0.1,8,41,74803.0,11922.0,2.0,0.0
0.1,8,42,81068.0,12530.0,2.0,0.0
0.1,8,43,87715.0,13294.0,2.0,0.0
0.1,8,44,94688.0,13946.0,2.0,0.0
0.1,8,45,102054.0,14732.0,2.0,0.0
0.1,8,46,109785.0,15462.0,2.0,0.0
0.1,8,47,117861.0,16152.0,2.0,0.0
0.1,8,48,126387.0,17052.0,2.0,0.0
0.1,8,49,135297.0,17820.0,2.0,0.0
0.1,8,50,144620.0,18646.0,2.0,0.0
0.1,8,51,154385.0,19530.0,2.0,0.0
0.1,8,52,164569.0,20368.0,2.0,0.0
0.1,8,53,175138.0,21138.0,2.0,0.0
0.1,8,54,186203.0,22130.0,2.0,0.0
0.1,8,55,197792.0,23178.0,2.0,0.0
0.1,8,56,209822.0,24060.0,2.0,0.0
0.1,8,57,222333.0,25022.0,2.0,0.0
0.1,8,58,235349.0,26032.0,2.0,0.0
0.1,8,59,248818.0,26938.0,2.0,0.0
0.6,3,1,2.0,2.0,2.0,2.0
0.6,3,2,4.0,4.0,2.0,2.0
0.6,3,3,8.0,8.0,4.0,4.0
0.6,3,4,16.0,16.0,5.0,5.0
0.6,3,5,32.0,32.0,7.0,7.0
0.6,3,6,61.0,58.0,9.0,9.0
0.6,3,7,111.0,100.0,14.0,12.0
0.6,3,8,188.0,154.0,21.0,18.0
0.6,3,9,297.0,218.0,28.0,18.0
0.6,3,10,446.0,298.0,36.0,23.0
0.6,3,11,648.0,404.0,46.0,27.0
0.6,3,12,905.0,514.0,60.0,31.0
0.6,3,13,1237.0,664.0,70.0,30.0
0.6,3,14,1648.0,822.0,81.0,31.0
0.6,3,15,2146.0,996.0,93.0,28.0
0.6,3,16,2734.0,1176.0,104.0,29.0
0.6,3,17,3423.0,1378.0,116.0,31.0
0.6,3,18,4226.0,1606.0,125.0,26.0
0.6,3,19,5152.0,1852.0,134.0,26.0
0.6,3,20,6204.0,2104.0,145.0,26.0
0.6,3,21,7402.0,2396.0,152.0,22.0
0.6,3,22,8728.0,2652.0,157.0,16.0
0.6,3,23,10223.0,2990.0,162.0,14.0
0.6,3,24,11892.0,3338.0,166.0,10.0
0.6,3,25,13736.0,3688.0,169.0,9.0
0.6,3,26,15746.0,4020.0,172.0,6.0
0.6,3,27,17967.0,4442.0,175.0,8.0
0.6,3,28,20384.0,4834.0,177.0,8.0
0.6,3,29,23022.0,5276.0,180.0,7.0
0.6,3,30,25865.0,5686.0,182.0,6.0
0.6,3,31,28953.0,6176.0,183.0,3.0
0.6,3,32,32308.0,6710.0,184.0,4.0
0.6,3,33,35904.0,7192.0,184.0,1.0
0.6,3,34,39761.0,7714.0,184.0,0.0
0.6,3,35,43871.0,8220.0,184.0,0.0
0.6,3,36,48263.0,8784.0,184.0,0.0
0.6,3,37,52940.0,9354.0,184.0,0.0
0.6,3,38,57904.0,9928.0,184.0,0.0
0.6,3,39,63204.0,10600.0,184.0,0.0
0.6,3,40,68794.0,11180.0,184.0,0.0
0.6,3,41,74762.0,11936.0,184.0,0.0
0.6,3,42,81029.0,12534.0,184.0,0.0
0.6,3,43,87652.0,13246.0,184.0,0.0
0.6,3,44,94617.0,13930.0,184.0,0.0
0.6,3,45,101957.0,14680.0,184.0,0.0
0.6,3,46,109655.0,15396.0,184.0,0.0
0.6,3,47,117737.0,16164.0,184.0,0.0
0.6,3,48,126235.0,16996.0,184.0,0.0
0.6,3,49,135104.0,17738.0,184.0,0.0
0.6,3,50,144404.0,18600.0,184.0,0.0
0.6,3,51,154152.0,19496.0,184.0,0.0
0.6,3,52,164336.0,20368.0,184.0,0.0
0.6,3,53,174989.0,21306.0,184.0,0.0
0.6,3,54,186089.0,22200.0,184.0,0.0
0.6,3,55,197621.0,23064.0,184.0,0.0
0.6,3,56,209630.0,24018.0,184.0,0.0
0.6,3,57,222108.0,24956.0,184.0,0.0
0.6,3,58,235039.0,25862.0,184.0,0.0
0.6,3,59,248532.0,26986.0,184.0,0.0
0.72,4,1,2.0,2.0,2.0,2.0
0.72,4,2,4.0,4.0,4.0,4.0
0.72,4,3,8.0,8.0,7.0,7.0
0.72,4,4,16.0,16.0,11.0,11.0
0.72,4,5,32.0,32.0,19.0,19.0
0.72,4,6,62.0,60.0,30.0,29.0
0.72,4,7,111.0,98.0,46.0,38.0
0.72,4,8,186.0,150.0,71.0,56.0
0.72,4,9,305.0,238.0,108.0,82.0
0.72,4,10,463.0,316.0,147.0,96.0
0.72,4,11,669.0,412.0,197.0,116.0
0.72,4,12,927.0,516.0,256.0,129.0
0.72,4,13,1255.0,656.0,314.0,139.0
0.72,4,14,1666.0,822.0,381.0,162.0
0.72,4,15,2161.0,990.0,453.0,166.0
0.72,4,16,2741.0,1160.0,533.0,184.0
0.72,4,17,3427.0,1372.0,601.0,168.0
0.72,4,18,4212.0,1570.0,675.0,166.0
0.72,4,19,5130.0,1836.0,739.0,155.0
0.72,4,20,6170.0,2080.0,808.0,163.0
0.72,4,21,7348.0,2356.0,877.0,163.0
0.72,4,22,8685.0,2674.0,940.0,152.0
0.72,4,23,10182.0,2994.0,993.0,143.0
0.72,4,24,11848.0,3332.0,1050.0,139.0
0.72,4,25,13681.0,3666.0,1118.0,152.0
0.72,4,26,15699.0,4036.0,1164.0,117.0
0.72,4,27,17899.0,4400.0,1207.0,104.0
0.72,4,28,20327.0,4856.0,1254.0,108.0
0.72,4,29,22937.0,5220.0,1297.0,98.0
0.72,4,30,25790.0,5706.0,1341.0,97.0
0.72,4,31,28873.0,6166.0,1383.0,99.0
0.72,4,32,32203.0,6660.0,1415.0,75.0
0.72,4,33,35796.0,7186.0,1445.0,71.0
0.72,4,34,39630.0,7668.0,1478.0,70.0
0.72,4,35,43778.0,8296.0,1500.0,57.0
0.72,4,36,48161.0,8766.0,1520.0,50.0
0.72,4,37,52866.0,9410.0,1536.0,40.0
0.72,4,38,57876.0,10020.0,1549.0,37.0
0.72,4,39,63166.0,10580.0,1559.0,26.0
0.72,4,40,68745.0,11158.0,1569.0,23.0
0.72,4,41,74677.0,11864.0,1581.0,24.0
0.72,4,42,80945.0,12536.0,1592.0,25.0
0.72,4,43,87597.0,13304.0,1604.0,26.0
0.72,4,44,94580.0,13966.0,1616.0,27.0
0.72,4,45,101902.0,14644.0,1628.0,27.0
0.72,4,46,109603.0,15402.0,1640.0,26.0
0.72,4,47,117704.0,16202.0,1650.0,25.0
0.72,4,48,126192.0,16976.0,1658.0,19.0
0.72,4,49,135073.0,17762.0,1665.0,19.0
0.72,4,50,144383.0,18620.0,1673.0,18.0
0.72,4,51,154159.0,19552.0,1681.0,16.0
0.72,4,52,164371.0,20424.0,1687.0,16.0
0.72,4,53,174994.0,21246.0,1691.0,10.0
0.72,4,54,186031.0,22074.0,1695.0,8.0
0.66,4,1,2.0,2.0,2.0,2.0
0.66,4,2,4.0,4.0,3.0,3.0
0.66,4,3,8.0,8.0,5.0,5.0
0.66,4,4,16.0,16.0,7.0,7.0
0.66,4,5,32.0,32.0,10.0,10.0
0.66,4,6,63.0,62.0,16.0,16.0
0.66,4,7,111.0,96.0,29.0,27.0
0.66,4,8,185.0,148.0,47.0,39.0
0.66,4,9,296.0,222.0,76.0,64.0
0.66,4,10,445.0,298.0,103.0,69.0
0.66,4,11,653.0,416.0,142.0,92.0
0.66,4,12,921.0,536.0,187.0,104.0
0.66,4,13,1247.0,652.0,228.0,106.0
0.66,4,14,1643.0,792.0,275.0,119.0
0.66,4,15,2129.0,972.0,330.0,132.0
0.66,4,16,2724.0,1190.0,383.0,131.0
0.66,4,17,3434.0,1420.0,431.0,132.0
0.66,4,18,4252.0,1636.0,488.0,136.0
0.66,4,19,5192.0,1880.0,535.0,124.0
0.66,4,20,6238.0,2092.0,577.0,107.0
0.66,4,21,7422.0,2368.0,615.0,102.0
0.66,4,22,8756.0,2668.0,655.0,100.0
0.66,4,23,10259.0,3006.0,688.0,90.0
0.66,4,24,11956.0,3394.0,717.0,79.0
0.66,4,25,13810.0,3708.0,746.0,69.0
0.66,4,26,15853.0,4086.0,772.0,64.0
0.66,4,27,18081.0,4456.0,797.0,60.0
0.66,4,28,20511.0,4860.0,817.0,51.0
0.66,4,29,23156.0,5290.0,835.0,44.0
0.66,4,30,26028.0,5744.0,852.0,43.0
0.66,4,31,29137.0,6218.0,866.0,37.0
0.66,4,32,32480.0,6686.0,884.0,40.0
0.66,4,33,36083.0,7206.0,897.0,31.0
0.66,4,34,39967.0,7768.0,907.0,31.0
0.66,4,35,44087.0,8240.0,916.0,24.0
0.66,4,36,48529.0,8884.0,922.0,18.0
0.66,4,37,53256.0,9454.0,925.0,11.0
0.66,4,38,58250.0,9988.0,929.0,11.0
0.66,4,39,63577.0,10654.0,932.0,8.0
0.66,4,40,69188.0,11222.0,935.0,7.0
0.66,4,41,75186.0,11996.0,936.0,4.0
0.66,4,42,81476.0,12580.0,938.0,5.0
0.66,4,43,88112.0,13272.0,939.0,3.0
0.66,4,44,95132.0,14040.0,940.0,2.0
0.66,4,45,102485.0,14706.0,940.0,1.0
0.66,4,46,110283.0,15596.0,940.0,1.0
0.66,4,47,118403.0,16240.0,940.0,0.0
0.66,4,48,126953.0,17100.0,940.0,0.0
0.66,4,49,135896.0,17886.0,940.0,0.0
0.66,4,50,145231.0,18670.0,940.0,0.0
0.66,4,51,154994.0,19526.0,940.0,0.0
0.66,4,52,165241.0,20494.0,940.0,0.0
0.4,5,1,2.0,2.0,1.0,1.0
0.4,5,2,4.0,4.0,1.0,1.0
0.4,5,3,8.0,8.0,2.0,2.0
0.4,5,4,16.0,16.0,4.0,4.0
0.4,5,5,31.0,30.0,7.0,7.0
0.4,5,6,61.0,60.0,11.0,11.0
0.4,5,7,112.0,102.0,13.0,10.0
0.4,5,8,189.0,154.0,14.0,7.0
0.4,5,9,300.0,222.0,16.0,9.0
0.4,5,10,457.0,314.0,18.0,8.0
0.4,5,11,662.0,410.0,20.0,8.0
0.4,5,12,918.0,512.0,23.0,9.0
0.4,5,13,1256.0,676.0,24.0,6.0
0.4,5,14,1668.0,824.0,25.0,5.0
0.4,5,15,2159.0,982.0,26.0,4.0
0.4,5,16,2749.0,1180.0,27.0,3.0
0.4,5,17,3434.0,1370.0,28.0,3.0
0.4,5,18,4232.0,1596.0,29.0,3.0
0.4,5,19,5156.0,1848.0,29.0,1.0
0.4,5,20,6211.0,2110.0,29.0,1.0
0.4,5,21,7401.0,2380.0,29.0,0.0
0.4,5,22,8758.0,2714.0,29.0,0.0
0.4,5,23,10269.0,3022.0,29.0,0.0
0.4,5,24,11937.0,3336.0,29.0,0.0
0.4,5,25,13800.0,3726.0,29.0,0.0
0.4,5,26,15831.0,4062.0,29.0,0.0
0.4,5,27,18038.0,4414.0,29.0,0.0
0.4,5,28,20476.0,4876.0,29.0,0.0
0.4,5,29,23128.0,5304.0,29.0,0.0
0.4,5,30,26006.0,5756.0,29.0,0.0
0.4,5,31,29108.0,6204.0,29.0,0.0
0.4,5,32,32477.0,6738.0,29.0,0.0
0.4,5,33,36068.0,7182.0,29.0,0.0
0.4,5,34,39930.0,7724.0,29.0,0.0
0.4,5,35,44046.0,8232.0,29.0,0.0
0.4,5,36,48472.0,8852.0,29.0,0.0
0.4,5,37,53167.0,9390.0,29.0,0.0
0.4,5,38,58178.0,10022.0,29.0,0.0
0.4,5,39,63505.0,10654.0,29.0,0.0
0.4,5,40,69139.0,11268.0,29.0,0.0
0.4,5,41,75108.0,11938.0,29.0,0.0
0.4,5,42,81409.0,12602.0,29.0,0.0
0.4,5,43,88091.0,13364.0,29.0,0.0
0.4,5,44,95223.0,14264.0,29.0,0.0
0.4,5,45,102575.0,14704.0,29.0,0.0
0.4,5,46,110337.0,15524.0,29.0,0.0
0.4,5,47,118451.0,16228.0,29.0,0.0
0.4,5,48,126972.0,17042.0,29.0,0.0
0.4,5,49,135890.0,17836.0,29.0,0.0
0.4,5,50,145248.0,18716.0,29.0,0.0
0.4,5,51,155062.0,19628.0,29.0,0.0
0.4,5,52,165260.0,20396.0,29.0,0.0
0.4,5,53,175958.0,21396.0,29.0,0.0
0.4,5,54,187036.0,22156.0,29.0,0.0
0.4,5,55,198625.0,23178.0,29.0,0.0
0.4,5,56,210590.0,23930.0,29.0,0.0
0.4,5,57,223104.0,25028.0,29.0,0.0
0.4,5,58,236096.0,25984.0,29.0,0.0
0.4,5,59,249592.0,26992.0,29.0,0.0
0.4,5,60,263636.0,28088.0,29.0,0.0
0.7,7,1,2.0,2.0,2.0,2.0
0.7,7,2,4.0,4.0,4.0,4.0
0.7,7,3,8.0,8.0,7.0,7.0
0.7,7,4,16.0,16.0,11.0,11.0
0.7,7,5,31.0,30.0,19.0,19.0
0.7,7,6,59.0,56.0,28.0,26.0
0.7,7,7,107.0,96.0,46.0,40.0
0.7,7,8,184.0,154.0,74.0,61.0
0.7,7,9,289.0,210.0,109.0,78.0
0.7,7,10,440.0,302.0,148.0,95.0
0.7,7,11,640.0,400.0,193.0,108.0
0.7,7,12,895.0,510.0,244.0,115.0
0.7,7,13,1214.0,638.0,297.0,128.0
0.7,7,14,1625.0,822.0,365.0,160.0
0.7,7,15,2117.0,984.0,428.0,160.0
0.7,7,16,2694.0,1154.0,494.0,155.0
0.7,7,17,3381.0,1374.0,558.0,159.0
0.7,7,18,4160.0,1558.0,630.0,162.0
0.7,7,19,5048.0,1776.0,696.0,162.0
0.7,7,20,6090.0,2084.0,763.0,160.0
0.7,7,21,7279.0,2378.0,824.0,152.0
0.7,7,22,8591.0,2624.0,885.0,141.0
0.7,7,23,10074.0,2966.0,941.0,133.0
0.7,7,24,11723.0,3298.0,1001.0,142.0
0.7,7,25,13544.0,3642.0,1054.0,124.0
0.7,7,26,15552.0,4016.0,1098.0,112.0
0.7,7,27,17755.0,4406.0,1141.0,104.0
0.7,7,28,20159.0,4808.0,1178.0,89.0
0.7,7,29,22790.0,5262.0,1217.0,87.0
0.7,7,30,25644.0,5708.0,1251.0,82.0
0.7,7,31,28714.0,6140.0,1282.0,74.0
0.7,7,32,32039.0,6650.0,1312.0,72.0
0.7,7,33,35614.0,7150.0,1344.0,75.0
0.7,7,34,39424.0,7620.0,1376.0,75.0
0.7,7,35,43528.0,8208.0,1406.0,66.0
0.7,7,36,47864.0,8672.0,1437.0,72.0
0.7,7,37,52574.0,9420.0,1460.0,55.0
0.7,7,38,57530.0,9912.0,1488.0,61.0
0.7,7,39,62801.0,10542.0,1511.0,56.0
0.7,7,40,68367.0,11132.0,1534.0,54.0
0.7,7,41,74276.0,11818.0,1555.0,50.0
0.7,7,42,80493.0,12434.0,1572.0,45.0
0.7,7,43,87089.0,13192.0,1592.0,45.0
0.7,7,44,94030.0,13882.0,1611.0,45.0
0.7,7,45,101293.0,14526.0,1633.0,52.0
0.7,7,46,108988.0,15390.0,1657.0,54.0
0.7,7,47,117083.0,16190.0,1679.0,51.0
0.7,7,48,125556.0,16946.0,1700.0,46.0
0.7,7,49,134407.0,17702.0,1715.0,37.0
0.7,7,50,143659.0,18504.0,1731.0,40.0
0.7,7,51,153351.0,19384.0,1749.0,42.0
0.7,7,52,163463.0,20224.0,1763.0,34.0
0.7,7,53,174012.0,21098.0,1771.0,24.0
0.7,7,54,184962.0,21900.0,1780.0,21.0
0.7,7,55,196453.0,22982.0,1785.0,16.0
0.7,7,56,208390.0,23874.0,1790.0,13.0
0.7,7,57,220838.0,24896.0,1793.0,7.0
0.7,7,58,233751.0,25826.0,1797.0,9.0
0.7,7,59,247139.0,26776.0,1801.0,9.0
0.7,7,60,261068.0,27858.0,1803.0,7.0
0.1,5,1,2.0,2.0,1.0,1.0
0.1,5,2,4.0,4.0,1.0,1.0
