total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 1, 1 
4, 4, 1, 1 
8, 8, 1, 1 
16, 16, 2, 2 
32, 32, 4, 4 
61, 58, 6, 4 
111, 100, 7, 5 
187, 152, 7, 2 
298, 222, 8, 3 
453, 310, 9, 3 
656, 406, 9, 2 
923, 534, 10, 2 
1252, 658, 11, 3 
1660, 816, 12, 3 
2148, 976, 12, 1 
2739, 1182, 12, 0 
3433, 1388, 12, 0 
4236, 1606, 12, 0 
5147, 1822, 12, 0 
6198, 2102, 12, 0 
7401, 2406, 12, 0 
8744, 2686, 12, 0 
10240, 2992, 12, 0 
11924, 3368, 12, 0 
