total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 3, 3 
8, 8, 3, 3 
16, 16, 5, 5 
32, 32, 10, 10 
61, 58, 15, 14 
109, 96, 24, 21 
181, 144, 36, 27 
289, 216, 48, 34 
437, 296, 62, 39 
634, 394, 77, 40 
888, 508, 94, 43 
1203, 630, 111, 45 
1597, 788, 127, 48 
2079, 964, 147, 51 
2654, 1150, 164, 46 
3332, 1356, 180, 41 
4121, 1578, 196, 38 
5034, 1826, 210, 32 
6058, 2048, 220, 29 
7218, 2320, 231, 27 
8540, 2644, 241, 28 
10002, 2924, 250, 24 
11631, 3258, 260, 22 
