total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 1, 1 
4, 4, 1, 1 
8, 8, 1, 1 
16, 16, 2, 2 
32, 32, 4, 4 
61, 58, 6, 4 
111, 100, 7, 5 
187, 152, 8, 3 
303, 232, 10, 5 
456, 306, 12, 6 
660, 408, 14, 6 
924, 528, 16, 5 
1251, 654, 18, 7 
1658, 814, 20, 6 
2136, 956, 23, 7 
2715, 1158, 24, 4 
3400, 1370, 26, 5 
4215, 1630, 28, 6 
5124, 1818, 30, 7 
6156, 2064, 33, 8 
7320, 2328, 35, 6 
8643, 2646, 38, 6 
10124, 2962, 41, 7 
11742, 3236, 43, 6 
