ps,n,time,total_cells,active_cells,stem_cells,active_stem_cells
0.2,7,40,68145.0,11124.0,7.0,0.0
0.2,7,41,74048.0,11806.0,7.0,0.0
0.2,7,42,80283.0,12470.0,7.0,0.0
0.2,7,43,86904.0,13242.0,7.0,0.0
0.2,7,44,93830.0,13852.0,7.0,0.0
0.2,7,45,101117.0,14574.0,7.0,0.0
0.2,7,46,108808.0,15382.0,7.0,0.0
0.2,7,47,116836.0,16056.0,7.0,0.0
0.2,7,48,125274.0,16876.0,7.0,0.0
0.2,7,49,134121.0,17694.0,7.0,0.0
0.2,7,50,143396.0,18550.0,7.0,0.0
0.2,7,51,153149.0,19506.0,7.0,0.0
0.2,7,52,163285.0,20272.0,7.0,0.0
0.2,7,53,173885.0,21200.0,7.0,0.0
0.2,7,54,184991.0,22212.0,7.0,0.0
0.2,7,55,196476.0,22970.0,7.0,0.0
0.2,7,56,208439.0,23926.0,7.0,0.0
0.2,7,57,220890.0,24902.0,7.0,0.0
0.2,7,58,233789.0,25798.0,7.0,0.0
0.7,6,1,2.0,2.0,2.0,2.0
0.7,6,2,4.0,4.0,4.0,4.0
0.7,6,3,8.0,8.0,7.0,7.0
0.7,6,4,16.0,16.0,11.0,11.0
0.7,6,5,31.0,30.0,19.0,19.0
0.7,6,6,59.0,56.0,29.0,28.0
0.7,6,7,109.0,100.0,49.0,46.0
0.7,6,8,185.0,152.0,74.0,59.0
0.7,6,9,291.0,212.0,104.0,68.0
0.7,6,10,436.0,290.0,134.0,74.0
0.7,6,11,630.0,388.0,169.0,85.0
0.7,6,12,886.0,512.0,214.0,97.0
0.7,6,13,1199.0,626.0,258.0,105.0
0.7,6,14,1583.0,768.0,303.0,112.0
0.7,6,15,2058.0,950.0,352.0,117.0
0.7,6,16,2630.0,1144.0,408.0,130.0
0.7,6,17,3294.0,1328.0,455.0,118.0
0.7,6,18,4071.0,1554.0,499.0,112.0
0.7,6,19,4986.0,1830.0,551.0,123.0
0.7,6,20,6021.0,2070.0,599.0,116.0
0.7,6,21,7185.0,2328.0,655.0,126.0
0.7,6,22,8491.0,2612.0,707.0,124.0
0.7,6,23,9937.0,2892.0,751.0,111.0
0.7,6,24,11585.0,3296.0,788.0,94.0
0.7,6,25,13406.0,3642.0,832.0,100.0
0.7,6,26,15400.0,3988.0,877.0,106.0
0.7,6,27,17584.0,4368.0,919.0,93.0
0.7,6,28,19957.0,4746.0,952.0,77.0
0.7,6,29,22567.0,5220.0,991.0,88.0
0.7,6,30,25411.0,5688.0,1024.0,74.0
0.7,6,31,28466.0,6110.0,1048.0,67.0
0.7,6,32,31782.0,6632.0,1077.0,66.0
0.7,6,33,35338.0,7112.0,1099.0,53.0
0.7,6,34,39141.0,7606.0,1116.0,45.0
0.7,6,35,43217.0,8152.0,1129.0,35.0
0.7,6,36,47589.0,8744.0,1140.0,28.0
0.7,6,37,52239.0,9300.0,1152.0,27.0
0.7,6,38,57138.0,9798.0,1160.0,23.0
0.7,6,39,62368.0,10460.0,1170.0,22.0
0.7,6,40,67898.0,11060.0,1178.0,21.0
0.7,6,41,73809.0,11822.0,1183.0,12.0
0.7,6,42,80063.0,12508.0,1188.0,11.0
0.7,6,43,86673.0,13220.0,1191.0,7.0
0.7,6,44,93620.0,13894.0,1191.0,1.0
0.7,6,45,100900.0,14560.0,1191.0,0.0
0.7,6,46,108560.0,15320.0,1191.0,0.0
0.7,6,47,116577.0,16034.0,1191.0,0.0
0.7,6,48,125007.0,16860.0,1191.0,0.0
0.7,6,49,133835.0,17656.0,1191.0,0.0
0.7,6,50,143089.0,18508.0,1191.0,0.0
0.7,6,51,152766.0,19354.0,1191.0,0.0
0.7,6,52,162881.0,20230.0,1191.0,0.0
0.7,6,53,173448.0,21134.0,1191.0,0.0
0.7,6,54,184467.0,22038.0,1191.0,0.0
0.7,6,55,195947.0,22960.0,1191.0,0.0
0.7,6,56,207936.0,23978.0,1191.0,0.0
0.7,6,57,220383.0,24894.0,1191.0,0.0
0.7,6,58,233231.0,25696.0,1191.0,0.0
0.7,6,59,246647.0,26832.0,1191.0,0.0
0.7,6,60,260614.0,27934.0,1191.0,0.0
0.6,6,1,2.0,2.0,2.0,2.0
0.6,6,2,4.0,4.0,2.0,2.0
0.6,6,3,8.0,8.0,4.0,4.0
0.6,6,4,16.0,16.0,5.0,5.0
0.6,6,5,32.0,32.0,7.0,7.0
0.6,6,6,62.0,60.0,9.0,9.0
0.6,6,7,112.0,100.0,14.0,13.0
0.6,6,8,189.0,154.0,22.0,20.0
0.6,6,9,304.0,230.0,29.0,22.0
0.6,6,10,458.0,308.0,37.0,23.0
0.6,6,11,665.0,414.0,47.0,26.0
0.6,6,12,920.0,510.0,60.0,28.0
0.6,6,13,1255.0,670.0,71.0,29.0
0.6,6,14,1663.0,816.0,80.0,26.0
0.6,6,15,2147.0,968.0,91.0,29.0
0.6,6,16,2732.0,1170.0,98.0,20.0
0.6,6,17,3420.0,1376.0,107.0,24.0
0.6,6,18,4230.0,1620.0,114.0,20.0
0.6,6,19,5139.0,1818.0,120.0,19.0
0.6,6,20,6186.0,2094.0,126.0,15.0
0.6,6,21,7385.0,2398.0,130.0,10.0
0.6,6,22,8736.0,2702.0,136.0,15.0
0.6,6,23,10243.0,3014.0,139.0,11.0
0.6,6,24,11910.0,3334.0,141.0,8.0
0.6,6,25,13752.0,3684.0,143.0,5.0
0.6,6,26,15766.0,4028.0,145.0,4.0
0.6,6,27,18011.0,4490.0,147.0,4.0
0.6,6,28,20430.0,4838.0,149.0,5.0
0.6,6,29,23080.0,5300.0,149.0,1.0
0.6,6,30,25952.0,5744.0,149.0,0.0
0.6,6,31,29060.0,6216.0,149.0,0.0
0.6,6,32,32413.0,6706.0,149.0,0.0
0.6,6,33,36000.0,7174.0,149.0,0.0
0.6,6,34,39852.0,7704.0,149.0,0.0
0.6,6,35,43986.0,8268.0,149.0,0.0
0.6,6,36,48411.0,8850.0,149.0,0.0
0.6,6,37,53118.0,9414.0,149.0,0.0
0.6,6,38,58072.0,9908.0,149.0,0.0
0.6,6,39,63335.0,10526.0,149.0,0.0
0.6,6,40,68956.0,11242.0,149.0,0.0
0.6,6,41,74910.0,11908.0,149.0,0.0
0.6,6,42,81154.0,12488.0,149.0,0.0
0.6,6,43,87813.0,13318.0,149.0,0.0
0.6,6,44,94857.0,14088.0,149.0,0.0
0.6,6,45,102245.0,14776.0,149.0,0.0
0.6,6,46,109947.0,15404.0,149.0,0.0
0.6,6,47,118025.0,16156.0,149.0,0.0
0.6,6,48,126577.0,17104.0,149.0,0.0
0.6,6,49,135526.0,17898.0,149.0,0.0
0.6,6,50,144866.0,18680.0,149.0,0.0
0.6,6,51,154583.0,19434.0,149.0,0.0
0.6,6,52,164745.0,20324.0,149.0,0.0
0.6,6,53,175380.0,21270.0,149.0,0.0
0.6,6,54,186450.0,22140.0,149.0,0.0
0.6,6,55,197972.0,23044.0,149.0,0.0
0.6,6,56,209957.0,23970.0,149.0,0.0
0.6,6,57,222493.0,25072.0,149.0,0.0
0.6,6,58,235515.0,26044.0,149.0,0.0
0.1,10,1,2.0,2.0,1.0,1.0
0.1,10,2,4.0,4.0,1.0,1.0
0.1,10,3,8.0,8.0,2.0,2.0
0.1,10,4,16.0,16.0,2.0,2.0
0.1,10,5,32.0,32.0,2.0,2.0
0.1,10,6,61.0,58.0,2.0,2.0
0.1,10,7,112.0,102.0,2.0,2.0
0.1,10,8,187.0,150.0,2.0,2.0
0.1,10,9,297.0,220.0,2.0,2.0
0.1,10,10,453.0,312.0,2.0,2.0
0.1,10,11,652.0,398.0,2.0,2.0
0.1,10,12,909.0,514.0,3.0,3.0
0.1,10,13,1242.0,666.0,3.0,2.0
0.1,10,14,1639.0,794.0,3.0,2.0
0.1,10,15,2135.0,992.0,4.0,2.0
0.1,10,16,2714.0,1158.0,4.0,1.0
0.1,10,17,3398.0,1368.0,4.0,1.0
0.1,10,18,4195.0,1594.0,5.0,2.0
0.1,10,19,5131.0,1872.0,5.0,1.0
0.1,10,20,6170.0,2078.0,5.0,1.0
0.1,10,21,7342.0,2344.0,5.0,1.0
0.1,10,22,8678.0,2672.0,5.0,1.0
0.1,10,23,10151.0,2946.0,5.0,0.0
0.1,10,24,11819.0,3336.0,5.0,0.0
0.1,10,25,13641.0,3644.0,5.0,0.0
0.1,10,26,15633.0,3984.0,5.0,0.0
0.1,10,27,17854.0,4442.0,5.0,0.0
0.1,10,28,20290.0,4872.0,5.0,0.0
0.1,10,29,22910.0,5240.0,5.0,0.0
0.1,10,30,25748.0,5676.0,5.0,0.0
0.1,10,31,28831.0,6166.0,5.0,0.0
0.1,10,32,32163.0,6664.0,5.0,0.0
0.1,10,33,35741.0,7156.0,5.0,0.0
0.1,10,34,39572.0,7662.0,5.0,0.0
0.1,10,35,43658.0,8172.0,5.0,0.0
0.1,10,36,48027.0,8738.0,5.0,0.0
0.1,10,37,52697.0,9340.0,5.0,0.0
0.1,10,38,57689.0,9984.0,5.0,0.0
0.1,10,39,63002.0,10626.0,5.0,0.0
0.1,10,40,68575.0,11146.0,5.0,0.0
0.1,10,41,74474.0,11798.0,5.0,0.0
0.1,10,42,80747.0,12546.0,5.0,0.0
0.1,10,43,87334.0,13174.0,5.0,0.0
0.1,10,44,94287.0,13906.0,5.0,0.0
0.1,10,45,101640.0,14706.0,5.0,0.0
0.1,10,46,109361.0,15442.0,5.0,0.0
0.1,10,47,117459.0,16196.0,5.0,0.0
0.1,10,48,125964.0,17010.0,5.0,0.0
0.1,10,49,134860.0,17792.0,5.0,0.0
0.1,10,50,144178.0,18636.0,5.0,0.0
0.1,10,51,154024.0,19692.0,5.0,0.0
0.1,10,52,164206.0,20364.0,5.0,0.0
0.1,10,53,174787.0,21162.0,5.0,0.0
0.1,10,54,185840.0,22106.0,5.0,0.0
0.1,10,55,197391.0,23102.0,5.0,0.0
0.1,10,56,209379.0,23976.0,5.0,0.0
0.1,10,57,221883.0,25008.0,5.0,0.0
0.1,10,58,234844.0,25922.0,5.0,0.0
0.4,7,1,2.0,2.0,1.0,1.0
0.4,7,2,4.0,4.0,1.0,1.0
0.4,7,3,8.0,8.0,2.0,2.0
0.4,7,4,16.0,16.0,4.0,4.0
0.4,7,5,32.0,32.0,7.0,7.0
0.4,7,6,61.0,58.0,11.0,10.0
0.4,7,7,111.0,100.0,12.0,10.0
0.4,7,8,191.0,160.0,13.0,9.0
0.4,7,9,304.0,226.0,16.0,11.0
0.4,7,10,456.0,304.0,18.0,12.0
0.4,7,11,659.0,406.0,19.0,10.0
0.4,7,12,919.0,520.0,24.0,14.0
0.4,7,13,1250.0,662.0,26.0,10.0
0.4,7,14,1657.0,814.0,28.0,10.0
0.4,7,15,2139.0,964.0,30.0,9.0
0.4,7,16,2729.0,1180.0,37.0,15.0
0.4,7,17,3428.0,1398.0,40.0,10.0
0.4,7,18,4228.0,1600.0,42.0,8.0
0.4,7,19,5138.0,1820.0,44.0,4.0
0.4,7,20,6196.0,2116.0,45.0,5.0
0.4,7,21,7401.0,2410.0,45.0,2.0
0.4,7,22,8738.0,2674.0,46.0,2.0
0.4,7,23,10219.0,2962.0,47.0,2.0
0.4,7,24,11900.0,3362.0,48.0,2.0
0.4,7,25,13742.0,3684.0,49.0,2.0
0.4,7,26,15760.0,4036.0,50.0,2.0
0.4,7,27,17966.0,4412.0,52.0,4.0
0.4,7,28,20371.0,4810.0,52.0,2.0
0.4,7,29,22999.0,5256.0,52.0,1.0
0.4,7,30,25838.0,5678.0,53.0,2.0
0.4,7,31,28918.0,6160.0,53.0,2.0
0.4,7,32,32261.0,6686.0,53.0,0.0
0.4,7,33,35860.0,7198.0,53.0,0.0
0.4,7,34,39690.0,7660.0,53.0,0.0
0.4,7,35,43792.0,8204.0,53.0,0.0
0.4,7,36,48205.0,8826.0,53.0,0.0
0.4,7,37,52896.0,9382.0,53.0,0.0
0.4,7,38,57898.0,10004.0,53.0,0.0
0.4,7,39,63189.0,10582.0,53.0,0.0
0.4,7,40,68770.0,11162.0,53.0,0.0
0.4,7,41,74673.0,11806.0,53.0,0.0
0.4,7,42,80969.0,12592.0,53.0,0.0
0.4,7,43,87566.0,13194.0,53.0,0.0
0.4,7,44,94492.0,13852.0,53.0,0.0
0.4,7,45,101850.0,14716.0,53.0,0.0
0.4,7,46,109593.0,15486.0,53.0,0.0
0.4,7,47,117705.0,16224.0,53.0,0.0
0.4,7,48,126177.0,16944.0,53.0,0.0
0.4,7,49,135087.0,17820.0,53.0,0.0
0.4,7,50,144357.0,18540.0,53.0,0.0
0.4,7,51,154083.0,19452.0,53.0,0.0
0.4,7,52,164247.0,20328.0,53.0,0.0
0.4,7,53,174829.0,21164.0,53.0,0.0
0.4,7,54,185852.0,22046.0,53.0,0.0
0.4,7,55,197365.0,23026.0,53.0,0.0
0.4,7,56,209354.0,23978.0,53.0,0.0
0.4,7,57,221827.0,24946.0,53.0,0.0
0.4,7,58,234742.0,25830.0,53.0,0.0
0.4,7,59,248098.0,26712.0,53.0,0.0
0.4,7,60,262079.0,27962.0,53.0,0.0
0.8,2,1,2.0,2.0,2.0,2.0
0.8,2,2,4.0,4.0,4.0,4.0
0.8,2,3,8.0,8.0,7.0,7.0
0.8,2,4,16.0,16.0,12.0,12.0
0.8,2,5,32.0,32.0,22.0,22.0
0.8,2,6,62.0,60.0,39.0,38.0
0.8,2,7,113.0,102.0,64.0,56.0
0.8,2,8,194.0,162.0,102.0,85.0
0.8,2,9,309.0,230.0,148.0,105.0
0.8,2,10,472.0,326.0,205.0,130.0
0.8,2,11,682.0,420.0,275.0,157.0
0.8,2,12,949.0,534.0,359.0,182.0
0.8,2,13,1289.0,680.0,450.0,210.0
0.8,2,14,1699.0,820.0,546.0,221.0
0.8,2,15,2188.0,978.0,663.0,257.0
0.8,2,16,2769.0,1162.0,785.0,267.0
0.8,2,17,3461.0,1384.0,904.0,281.0
0.8,2,18,4278.0,1634.0,1043.0,313.0
0.8,2,19,5222.0,1888.0,1190.0,332.0
0.8,2,20,6281.0,2118.0,1335.0,325.0
0.8,2,21,7465.0,2368.0,1485.0,333.0
0.8,2,22,8799.0,2668.0,1628.0,327.0
0.8,2,23,10290.0,2982.0,1774.0,332.0
0.8,2,24,11945.0,3310.0,1908.0,309.0
0.8,2,25,13780.0,3670.0,2057.0,332.0
0.8,2,26,15824.0,4088.0,2198.0,317.0
0.8,2,27,18044.0,4440.0,2344.0,331.0
0.8,2,28,20472.0,4856.0,2489.0,325.0
0.8,2,29,23128.0,5312.0,2627.0,309.0
0.8,2,30,25978.0,5700.0,2765.0,313.0
0.8,2,31,29086.0,6216.0,2913.0,330.0
0.8,2,32,32445.0,6718.0,3048.0,299.0
0.8,2,33,36049.0,7208.0,3176.0,284.0
0.8,2,34,39901.0,7704.0,3295.0,283.0
0.8,2,35,44056.0,8310.0,3415.0,264.0
0.8,2,36,48507.0,8902.0,3534.0,260.0
0.8,2,37,53223.0,9432.0,3641.0,247.0
0.8,2,38,58235.0,10024.0,3753.0,255.0
0.8,2,39,63522.0,10574.0,3863.0,244.0
0.8,2,40,69132.0,11220.0,3969.0,234.0
0.8,2,41,75150.0,12036.0,4072.0,228.0
0.8,2,42,81459.0,12618.0,4171.0,217.0
0.8,2,43,88162.0,13406.0,4268.0,208.0
0.8,2,44,95171.0,14018.0,4352.0,195.0
0.8,2,45,102578.0,14814.0,4429.0,173.0
0.8,2,46,110294.0,15432.0,4505.0,169.0
0.8,2,47,118399.0,16210.0,4580.0,165.0
0.8,2,48,126983.0,17168.0,4652.0,162.0
0.8,2,49,135942.0,17918.0,4724.0,160.0
0.8,2,50,145322.0,18760.0,4786.0,144.0
0.8,2,51,155122.0,19600.0,4842.0,129.0
0.8,2,52,165377.0,20510.0,4900.0,125.0
0.8,2,53,175977.0,21200.0,4953.0,117.0
0.8,2,54,187147.0,22340.0,5001.0,104.0
0.8,2,55,198737.0,23180.0,5045.0,95.0
0.8,2,56,210777.0,24080.0,5091.0,100.0
0.8,2,57,223343.0,25132.0,5131.0,89.0
0.8,2,58,236366.0,26046.0,5162.0,75.0
0.8,2,59,249906.0,27080.0,5192.0,69.0
0.8,2,60,263945.0,28078.0,5218.0,64.0
0.6,1,1,2.0,2.0,2.0,2.0
0.6,1,2,4.0,4.0,2.0,2.0
0.6,1,3,8.0,8.0,4.0,4.0
0.6,1,4,16.0,16.0,5.0,5.0
0.6,1,5,32.0,32.0,7.0,7.0
0.6,1,6,62.0,60.0,9.0,9.0
0.6,1,7,111.0,98.0,14.0,13.0
0.6,1,8,185.0,148.0,22.0,20.0
0.6,1,9,295.0,220.0,30.0,22.0
0.6,1,10,448.0,306.0,40.0,27.0
0.6,1,11,656.0,416.0,51.0,29.0
0.6,1,12,913.0,514.0,67.0,35.0
0.6,1,13,1239.0,652.0,77.0,30.0
0.6,1,14,1646.0,814.0,88.0,31.0
0.6,1,15,2135.0,978.0,101.0,33.0
0.6,1,16,2710.0,1150.0,111.0,25.0
0.6,1,17,3391.0,1362.0,123.0,27.0
0.6,1,18,4180.0,1578.0,133.0,26.0
0.6,1,19,5100.0,1840.0,144.0,27.0
0.6,1,20,6139.0,2078.0,153.0,25.0
0.6,1,21,7333.0,2388.0,159.0,18.0
0.6,1,22,8663.0,2660.0,166.0,17.0
0.6,1,23,10163.0,3000.0,170.0,14.0
0.6,1,24,11814.0,3302.0,174.0,11.0
0.6,1,25,13659.0,3690.0,176.0,9.0
0.6,1,26,15693.0,4068.0,178.0,4.0
0.6,1,27,17907.0,4428.0,179.0,4.0
0.6,1,28,20358.0,4902.0,180.0,3.0
0.6,1,29,23000.0,5284.0,181.0,4.0
0.6,1,30,25871.0,5742.0,181.0,2.0
0.6,1,31,28979.0,6216.0,181.0,0.0
0.6,1,32,32305.0,6652.0,181.0,0.0
0.6,1,33,35891.0,7172.0,181.0,0.0
0.6,1,34,39770.0,7758.0,181.0,0.0
0.6,1,35,43892.0,8244.0,181.0,0.0
0.6,1,36,48310.0,8836.0,181.0,0.0
0.6,1,37,53024.0,9428.0,181.0,0.0
0.6,1,38,58038.0,10028.0,181.0,0.0
0.6,1,39,63366.0,10656.0,181.0,0.0
0.6,1,40,68928.0,11124.0,181.0,0.0
0.6,1,41,74827.0,11798.0,181.0,0.0
0.6,1,42,81082.0,12510.0,181.0,0.0
0.6,1,43,87703.0,13242.0,181.0,0.0
0.6,1,44,94713.0,14020.0,181.0,0.0
0.6,1,45,102028.0,14630.0,181.0,0.0
0.6,1,46,109761.0,15466.0,181.0,0.0
0.6,1,47,117927.0,16332.0,181.0,0.0
0.6,1,48,126433.0,17012.0,181.0,0.0
0.6,1,49,135382.0,17898.0,181.0,0.0
0.6,1,50,144713.0,18662.0,181.0,0.0
0.6,1,51,154410.0,19394.0,181.0,0.0
0.6,1,52,164593.0,20366.0,181.0,0.0
0.6,1,53,175231.0,21276.0,181.0,0.0
0.6,1,54,186328.0,22194.0,181.0,0.0
0.6,1,55,197865.0,23074.0,181.0,0.0
0.6,1,56,209882.0,24034.0,181.0,0.0
0.6,1,57,222376.0,24988.0,181.0,0.0
0.6,1,58,235372.0,25992.0,181.0,0.0
0.6,1,59,248822.0,26900.0,181.0,0.0
0.6,1,60,262795.0,27946.0,181.0,0.0
0.7,4,1,2.0,2.0,2.0,2.0
0.7,4,2,4.0,4.0,4.0,4.0
0.7,4,3,8.0,8.0,7.0,7.0
0.7,4,4,16.0,16.0,11.0,11.0
0.7,4,5,32.0,32.0,19.0,19.0
0.7,4,6,61.0,58.0,29.0,27.0
0.7,4,7,111.0,100.0,47.0,42.0
0.7,4,8,185.0,148.0,73.0,59.0
0.7,4,9,293.0,216.0,110.0,85.0
0.7,4,10,448.0,310.0,153.0,105.0
0.7,4,11,646.0,396.0,201.0,116.0
0.7,4,12,895.0,498.0,262.0,136.0
0.7,4,13,1220.0,650.0,324.0,147.0
0.7,4,14,1626.0,812.0,391.0,160.0
0.7,4,15,2101.0,950.0,460.0,166.0
0.7,4,16,2688.0,1174.0,532.0,170.0
0.7,4,17,3373.0,1370.0,602.0,170.0
0.7,4,18,4155.0,1564.0,669.0,154.0
0.7,4,19,5064.0,1818.0,725.0,138.0
0.7,4,20,6113.0,2098.0,780.0,130.0
0.7,4,21,7304.0,2382.0,831.0,128.0
0.7,4,22,8628.0,2648.0,882.0,122.0
0.7,4,23,10104.0,2952.0,931.0,116.0
0.7,4,24,11740.0,3272.0,976.0,108.0
0.7,4,25,13557.0,3634.0,1015.0,99.0
0.7,4,26,15557.0,4000.0,1054.0,95.0
0.7,4,27,17733.0,4352.0,1085.0,79.0
0.7,4,28,20121.0,4776.0,1118.0,77.0
0.7,4,29,22750.0,5258.0,1148.0,71.0
0.7,4,30,25579.0,5658.0,1174.0,61.0
0.7,4,31,28629.0,6100.0,1195.0,53.0
0.7,4,32,31912.0,6566.0,1211.0,39.0
0.7,4,33,35458.0,7092.0,1226.0,36.0
0.7,4,34,39243.0,7570.0,1244.0,40.0
0.7,4,35,43350.0,8214.0,1260.0,36.0
0.7,4,36,47685.0,8670.0,1274.0,32.0
0.7,4,37,52322.0,9274.0,1285.0,30.0
0.7,4,38,57243.0,9842.0,1299.0,31.0
0.7,4,39,62493.0,10500.0,1306.0,18.0
0.7,4,40,68082.0,11178.0,1313.0,17.0
0.7,4,41,73949.0,11734.0,1318.0,12.0
0.7,4,42,80217.0,12536.0,1322.0,9.0
0.7,4,43,86769.0,13104.0,1326.0,9.0
0.7,4,44,93700.0,13862.0,1332.0,13.0
0.7,4,45,100984.0,14568.0,1337.0,12.0
0.7,4,46,108696.0,15424.0,1342.0,12.0
0.7,4,47,116754.0,16116.0,1346.0,11.0
0.7,4,48,125301.0,17094.0,1349.0,9.0
0.7,4,49,134140.0,17678.0,1351.0,5.0
0.7,4,50,143459.0,18638.0,1352.0,3.0
0.7,4,51,153150.0,19382.0,1353.0,2.0
0.7,4,52,163321.0,20342.0,1354.0,2.0
0.7,4,53,173898.0,21154.0,1354.0,1.0
0.7,4,54,184957.0,22118.0,1355.0,2.0
0.7,4,55,196438.0,22962.0,1356.0,3.0
0.7,4,56,208386.0,23896.0,1357.0,2.0
0.7,4,57,220873.0,24974.0,1358.0,2.0
0.7,4,58,233804.0,25862.0,1359.0,2.0
0.7,4,59,247244.0,26880.0,1360.0,3.0
0.7,4,60,261260.0,28032.0,1360.0,1.0
0.7,2,1,2.0,2.0,2.0,2.0
0.7,2,2,4.0,4.0,4.0,4.0
0.7,2,3,8.0,8.0,7.0,7.0
0.7,2,4,16.0,16.0,11.0,11.0
0.7,2,5,32.0,32.0,19.0,19.0
0.7,2,6,62.0,60.0,28.0,26.0
0.7,2,7,112.0,100.0,46.0,40.0
0.7,2,8,192.0,160.0,74.0,61.0
0.7,2,9,308.0,232.0,110.0,81.0
0.7,2,10,468.0,320.0,151.0,97.0
0.7,2,11,680.0,424.0,197.0,111.0
0.7,2,12,946.0,532.0,254.0,129.0
0.7,2,13,1278.0,664.0,306.0,129.0
0.7,2,14,1698.0,840.0,371.0,152.0
0.7,2,15,2191.0,986.0,435.0,154.0
0.7,2,16,2774.0,1166.0,503.0,164.0
0.7,2,17,3479.0,1410.0,568.0,163.0
0.7,2,18,4276.0,1594.0,633.0,151.0
0.7,2,19,5199.0,1846.0,705.0,163.0
0.7,2,20,6268.0,2138.0,774.0,161.0
0.7,2,21,7456.0,2376.0,832.0,139.0
0.7,2,22,8804.0,2696.0,885.0,128.0
0.7,2,23,10313.0,3018.0,927.0,104.0
0.7,2,24,11963.0,3300.0,964.0,91.0
0.7,2,25,13840.0,3754.0,1018.0,122.0
0.7,2,26,15874.0,4068.0,1061.0,106.0
0.7,2,27,18116.0,4484.0,1103.0,93.0
0.7,2,28,20579.0,4926.0,1138.0,85.0
0.7,2,29,23243.0,5328.0,1165.0,64.0
0.7,2,30,26117.0,5748.0,1193.0,61.0
0.7,2,31,29223.0,6212.0,1219.0,62.0
0.7,2,32,32565.0,6684.0,1243.0,57.0
0.7,2,33,36173.0,7216.0,1260.0,45.0
0.7,2,34,40043.0,7740.0,1275.0,38.0
0.7,2,35,44176.0,8266.0,1292.0,38.0
0.7,2,36,48576.0,8800.0,1305.0,33.0
0.7,2,37,53271.0,9390.0,1318.0,31.0
0.7,2,38,58275.0,10008.0,1329.0,26.0
0.7,2,39,63630.0,10710.0,1338.0,23.0
0.7,2,40,69259.0,11258.0,1347.0,21.0
0.7,2,41,75274.0,12030.0,1359.0,25.0
0.7,2,42,81590.0,12632.0,1370.0,25.0
0.7,2,43,88230.0,13280.0,1378.0,20.0
0.7,2,44,95233.0,14006.0,1386.0,20.0
0.7,2,45,102599.0,14732.0,1393.0,18.0
0.7,2,46,110304.0,15410.0,1400.0,17.0
0.7,2,47,118453.0,16298.0,1406.0,14.0
0.7,2,48,126980.0,17054.0,1413.0,17.0
0.7,2,49,135879.0,17798.0,1418.0,12.0
0.7,2,50,145241.0,18724.0,1422.0,11.0
0.7,2,51,155064.0,19646.0,1423.0,7.0
0.7,2,52,165304.0,20480.0,1426.0,6.0
0.7,2,53,175960.0,21312.0,1427.0,4.0
0.7,2,54,187020.0,22120.0,1430.0,6.0
0.7,2,55,198589.0,23138.0,1433.0,7.0
0.7,2,56,210537.0,23896.0,1435.0,5.0
0.7,2,57,223045.0,25016.0,1438.0,6.0
0.7,2,58,236031.0,25972.0,1441.0,7.0
0.7,2,59,249535.0,27008.0,1443.0,5.0
0.7,2,60,263563.0,28056.0,1443.0,2.0
0.6,4,1,2.0,2.0,2.0,2.0
0.6,4,2,4.0,4.0,2.0,2.0
0.6,4,3,8.0,8.0,4.0,4.0
0.6,4,4,16.0,16.0,5.0,5.0
0.6,4,5,32.0,32.0,7.0,7.0
0.6,4,6,61.0,58.0,9.0,9.0
0.6,4,7,112.0,102.0,15.0,15.0
0.6,4,8,191.0,158.0,24.0,22.0
0.6,4,9,306.0,230.0,34.0,28.0
0.6,4,10,459.0,306.0,43.0,29.0
0.6,4,11,663.0,408.0,57.0,35.0
0.6,4,12,924.0,522.0,71.0,33.0
0.6,4,13,1255.0,662.0,85.0,35.0
0.6,4,14,1664.0,818.0,101.0,37.0
0.6,4,15,2148.0,968.0,114.0,32.0
0.6,4,16,2730.0,1164.0,127.0,34.0
0.6,4,17,3416.0,1372.0,141.0,33.0
0.6,4,18,4217.0,1602.0,155.0,35.0
0.6,4,19,5147.0,1860.0,168.0,33.0
0.6,4,20,6200.0,2106.0,179.0,30.0
0.6,4,21,7387.0,2374.0,189.0,25.0
0.6,4,22,8722.0,2670.0,197.0,18.0
0.6,4,23,10210.0,2976.0,202.0,16.0
0.6,4,24,11888.0,3356.0,205.0,10.0
0.6,4,25,13738.0,3700.0,210.0,11.0
0.6,4,26,15751.0,4026.0,216.0,13.0
0.6,4,27,17979.0,4456.0,222.0,13.0
0.6,4,28,20406.0,4854.0,226.0,10.0
0.6,4,29,23028.0,5244.0,229.0,9.0
0.6,4,30,25871.0,5686.0,231.0,5.0
0.6,4,31,29001.0,6260.0,231.0,3.0
0.6,4,32,32354.0,6706.0,232.0,2.0
0.6,4,33,35927.0,7146.0,234.0,4.0
0.6,4,34,39768.0,7682.0,235.0,2.0
0.6,4,35,43849.0,8162.0,236.0,3.0
0.6,4,36,48246.0,8794.0,238.0,4.0
0.6,4,37,52966.0,9440.0,239.0,2.0
0.6,4,38,57972.0,10012.0,239.0,1.0
0.6,4,39,63296.0,10648.0,240.0,2.0
0.6,4,40,68923.0,11254.0,241.0,2.0
0.6,4,41,74831.0,11816.0,241.0,0.0
0.6,4,42,81086.0,12510.0,241.0,0.0
0.6,4,43,87728.0,13284.0,241.0,0.0
0.6,4,44,94700.0,13944.0,241.0,0.0
0.6,4,45,102033.0,14666.0,241.0,0.0
0.6,4,46,109749.0,15432.0,241.0,0.0
