total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 2, 2 
4, 4, 4, 4 
8, 8, 8, 8 
16, 16, 15, 15 
32, 32, 28, 28 
62, 60, 47, 45 
111, 98, 76, 67 
