total, active, total_stem, active_stem 
1, 1, 1, 1 
2, 2, 1, 1 
4, 4, 1, 1 
8, 8, 1, 1 
16, 16, 2, 2 
32, 32, 2, 2 
62, 60, 4, 4 
114, 104, 4, 3 
