t,pc,c
0,0.017534555365254466,0.09678262138459419
1,0.017534555365254466,0.09678262138459419
2,1.2445726493145682e-19,0.572356426802528
3,0.33305502859976993,0.18501762937489957
4,0.33305502859976993,0.18501762937489957
5,0.33305502859976993,0.18501762937489957
6,0.3792831965787124,0.13322872093050123
7,0.3792831965787124,0.13322872093050123
8,0.4000000994190829,0.11035210942378976
9,0.4000000994190829,0.11035210942378976
10,0.4000000994190829,0.11035210942378976
