0.00, 1.00, 1.00, 1.00, 1.00
1.00, 2.00, 2.00, 2.00, 2.00
2.00, 4.00, 4.00, 2.00, 2.00
3.00, 8.00, 8.00, 4.00, 4.00
4.00, 16.00, 16.00, 5.00, 5.00
5.00, 31.20, 30.40, 7.00, 7.00
6.00, 59.10, 55.80, 9.00, 8.90
7.00, 105.80, 93.40, 15.40, 14.00
8.00, 178.10, 144.60, 24.50, 21.00
9.00, 284.90, 213.60, 36.20, 27.90
10.00, 434.40, 299.00, 45.60, 30.10
11.00, 632.60, 396.40, 56.40, 29.90
12.00, 886.80, 508.40, 70.60, 32.40
13.00, 1206.20, 638.80, 80.20, 29.50
14.00, 1605.80, 799.20, 93.40, 31.80
15.00, 2087.10, 962.60, 105.90, 31.30
16.00, 2657.30, 1140.40, 118.90, 31.40
17.00, 3327.90, 1341.20, 129.40, 27.50
18.00, 4111.60, 1567.40, 140.50, 27.30
19.00, 5019.80, 1816.40, 150.20, 25.60
20.00, 6050.50, 2061.40, 158.80, 22.70
21.00, 7222.50, 2344.00, 165.70, 18.30
22.00, 8537.90, 2630.80, 172.10, 15.70
23.00, 10007.20, 2938.60, 176.20, 11.80
24.00, 11648.00, 3281.60, 179.60, 9.90
25.00, 13469.30, 3642.60, 183.40, 9.80
26.00, 15467.50, 3996.40, 187.50, 9.40
27.00, 17658.40, 4381.80, 190.90, 8.20
28.00, 20052.50, 4788.20, 193.90, 7.40
29.00, 22661.40, 5217.80, 195.60, 5.20
30.00, 25493.10, 5663.40, 197.00, 3.70
31.00, 28562.30, 6138.40, 198.20, 3.00
32.00, 31855.70, 6586.80, 199.00, 2.20
33.00, 35410.50, 7109.60, 199.60, 1.90
34.00, 39218.70, 7616.40, 200.00, 1.40
35.00, 43290.10, 8142.80, 200.30, 0.90
36.00, 47648.90, 8717.60, 200.70, 1.00
37.00, 52293.60, 9289.40, 201.10, 0.80
38.00, 57223.90, 9860.60, 201.40, 0.70
39.00, 62472.90, 10498.00, 201.90, 1.00
40.00, 68034.20, 11122.60, 202.10, 0.70
41.00, 73925.10, 11781.80, 202.10, 0.40
42.00, 80147.00, 12443.80, 202.30, 0.40
43.00, 86730.50, 13167.00, 202.40, 0.20
44.00, 93665.00, 13869.00, 202.40, 0.10
45.00, 100951.90, 14573.80, 202.50, 0.20
46.00, 108605.70, 15307.60, 202.60, 0.20
47.00, 116658.50, 16105.60, 202.60, 0.10
48.00, 125118.20, 16919.40, 202.70, 0.20
49.00, 133985.20, 17734.00, 202.80, 0.20
50.00, 143246.90, 18523.40, 202.90, 0.20
51.00, 152931.80, 19369.80, 203.00, 0.20
52.00, 163076.60, 20289.60, 203.10, 0.30
53.00, 173649.30, 21145.40, 203.20, 0.20
54.00, 184654.00, 22009.40, 203.30, 0.30
55.00, 196231.22, 22945.78, 208.44, 0.22
56.00, 208025.83, 23887.33, 228.83, 0.17
57.00, 220464.33, 24877.00, 228.83, 0.00
58.00, 233222.60, 25847.60, 223.80, 0.00
59.00, 246312.00, 26712.00, 222.50, 0.00
60.00, 260197.00, 27770.00, 222.50, 0.00
