0.00, 1.00, 1.00, 1.00, 1.00
1.00, 2.00, 2.00, 2.00, 2.00
2.00, 4.00, 4.00, 4.00, 4.00
3.00, 8.00, 8.00, 7.00, 7.00
4.00, 16.00, 16.00, 11.00, 11.00
5.00, 31.80, 31.60, 18.90, 18.80
6.00, 61.20, 58.80, 29.60, 28.40
7.00, 110.60, 98.80, 47.90, 42.30
8.00, 187.10, 153.00, 75.30, 61.70
9.00, 297.70, 221.20, 111.00, 79.40
10.00, 452.00, 308.60, 150.80, 95.10
11.00, 655.80, 407.60, 198.20, 110.60
12.00, 915.10, 518.60, 254.70, 126.40
13.00, 1240.60, 651.00, 314.60, 139.70
14.00, 1642.10, 803.00, 378.80, 152.30
15.00, 2130.30, 976.40, 448.10, 163.00
16.00, 2711.60, 1162.60, 521.00, 170.30
17.00, 3399.20, 1375.20, 590.20, 168.00
18.00, 4197.00, 1595.60, 663.40, 170.90
19.00, 5111.90, 1829.80, 736.50, 170.80
20.00, 6155.40, 2087.00, 814.10, 177.70
21.00, 7336.70, 2362.60, 885.00, 170.60
22.00, 8667.90, 2662.40, 955.90, 168.90
23.00, 10156.80, 2977.80, 1027.70, 167.90
24.00, 11810.60, 3307.60, 1096.60, 162.80
25.00, 13636.90, 3652.60, 1167.40, 161.90
26.00, 15646.60, 4019.40, 1231.70, 150.70
27.00, 17854.80, 4416.40, 1292.20, 142.50
28.00, 20272.40, 4835.20, 1350.40, 135.20
29.00, 22897.90, 5251.00, 1404.20, 128.70
30.00, 25746.70, 5697.60, 1457.40, 122.90
31.00, 28837.90, 6182.40, 1505.10, 113.70
32.00, 32150.50, 6625.20, 1550.10, 104.50
33.00, 35726.30, 7151.60, 1590.30, 96.00
34.00, 39559.10, 7665.60, 1629.00, 89.00
35.00, 43672.80, 8227.40, 1665.60, 84.00
36.00, 48065.00, 8784.40, 1698.90, 79.00
37.00, 52744.90, 9359.80, 1727.90, 70.40
38.00, 57708.60, 9927.40, 1755.30, 64.00
39.00, 62989.70, 10562.20, 1780.40, 58.70
40.00, 68590.80, 11202.20, 1802.70, 53.50
41.00, 74522.10, 11862.60, 1823.40, 49.20
42.00, 80793.00, 12541.80, 1843.00, 44.80
43.00, 87407.40, 13228.80, 1862.00, 43.90
44.00, 94384.00, 13953.20, 1879.00, 39.10
45.00, 101720.60, 14673.20, 1896.00, 38.70
46.00, 109422.50, 15403.80, 1909.10, 31.80
47.00, 117524.90, 16204.80, 1919.50, 25.70
48.00, 126022.50, 16995.20, 1929.70, 24.50
49.00, 134910.80, 17776.60, 1938.90, 21.20
50.00, 144217.60, 18613.60, 1946.50, 18.80
51.00, 153945.50, 19455.80, 1953.40, 17.40
52.00, 164111.60, 20332.20, 1960.70, 16.80
53.00, 174716.60, 21210.00, 1967.30, 15.50
54.00, 185768.40, 22103.60, 1973.70, 14.40
55.00, 197299.90, 23063.00, 1979.10, 12.80
56.00, 209156.33, 23951.11, 1976.78, 11.33
57.00, 221670.86, 24993.71, 2006.29, 11.00
58.00, 234204.00, 25826.40, 1993.80, 11.40
59.00, 247758.33, 26896.00, 1950.00, 9.00
60.00, 261733.33, 27950.00, 1953.67, 8.33
